
  0%|▎                                                                                 | 424/100000 [00:01<05:13, 317.19it/s]
epoch 26000  clean testing loss: 0.08520668745040894

 27%|█████████████████████▏                                                          | 26523/100000 [01:41<04:59, 245.60it/s]
epoch 26100  training loss: 0.04024428501725197
epoch 26100  clean testing loss: 0.08605346828699112
epoch 26200  training loss: 0.04203791916370392
epoch 26200  clean testing loss: 0.08598225563764572
epoch 26300  training loss: 0.040487125515937805
epoch 26300  clean testing loss: 0.08462079614400864
epoch 26400  training loss: 0.04104458913207054
epoch 26400  clean testing loss: 0.08589386194944382
epoch 26500  training loss: 0.04036900773644447

 27%|█████████████████████▌                                                          | 27007/100000 [01:43<05:00, 243.21it/s]
epoch 26600  training loss: 0.0406753309071064
epoch 26600  clean testing loss: 0.08715113997459412
epoch 26700  training loss: 0.04071638733148575
epoch 26700  clean testing loss: 0.08735912293195724
epoch 26800  training loss: 0.04225216060876846
epoch 26800  clean testing loss: 0.08859910070896149
epoch 26900  training loss: 0.04015856981277466
epoch 26900  clean testing loss: 0.0865599736571312
epoch 27000  training loss: 0.03996278718113899
epoch 27000  clean testing loss: 0.08644597232341766

 28%|██████████████████████                                                          | 27509/100000 [01:45<04:59, 242.37it/s]
epoch 27100  training loss: 0.03968757763504982
epoch 27100  clean testing loss: 0.08596467226743698
epoch 27200  training loss: 0.03983065113425255
epoch 27200  clean testing loss: 0.08563509583473206
epoch 27300  training loss: 0.03950047492980957
epoch 27300  clean testing loss: 0.08651389181613922
epoch 27400  training loss: 0.03964019566774368
epoch 27400  clean testing loss: 0.08641186356544495
epoch 27500  training loss: 0.03940211609005928

 28%|██████████████████████▍                                                         | 27984/100000 [01:47<05:04, 236.75it/s]
epoch 27600  training loss: 0.039525263011455536
epoch 27600  clean testing loss: 0.08709845691919327
epoch 27700  training loss: 0.039421144872903824
epoch 27700  clean testing loss: 0.0869789645075798
epoch 27800  training loss: 0.03938665986061096
epoch 27800  clean testing loss: 0.0861552283167839
epoch 27900  training loss: 0.039439309388399124

 28%|██████████████████████▊                                                         | 28468/100000 [01:49<04:47, 248.98it/s]
epoch 28000  training loss: 0.039377521723508835
epoch 28000  clean testing loss: 0.0868280678987503
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 28100  training loss: 0.039275988936424255
epoch 28100  clean testing loss: 0.0878184363245964
epoch 28200  training loss: 0.039093516767024994
epoch 28200  clean testing loss: 0.08689038455486298
epoch 28300  training loss: 0.03944198042154312
epoch 28300  clean testing loss: 0.08782611787319183
epoch 28400  training loss: 0.039013903588056564

 29%|███████████████████████▏                                                        | 28949/100000 [01:51<04:53, 241.88it/s]
epoch 28500  training loss: 0.03904447332024574
epoch 28500  clean testing loss: 0.0869569480419159
epoch 28600  training loss: 0.03929070383310318
epoch 28600  clean testing loss: 0.08801799267530441
epoch 28700  training loss: 0.039093829691410065
epoch 28700  clean testing loss: 0.08693794906139374
epoch 28800  training loss: 0.0393734946846962
epoch 28800  clean testing loss: 0.08733892440795898
epoch 28900  training loss: 0.039600204676389694

 29%|███████████████████████▌                                                        | 29456/100000 [01:53<04:53, 240.14it/s]
epoch 29000  training loss: 0.039687175303697586
epoch 29000  clean testing loss: 0.08791786432266235
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 29100  training loss: 0.03879321366548538
epoch 29100  clean testing loss: 0.08751387894153595
epoch 29200  training loss: 0.040190063416957855
epoch 29200  clean testing loss: 0.0907931849360466
epoch 29300  training loss: 0.03893738612532616
epoch 29300  clean testing loss: 0.08817464113235474
epoch 29400  training loss: 0.038603752851486206

 30%|███████████████████████▉                                                        | 29939/100000 [01:55<04:48, 243.14it/s]
epoch 29500  training loss: 0.03881577402353287
epoch 29500  clean testing loss: 0.08814984560012817
epoch 29600  training loss: 0.038522690534591675
epoch 29600  clean testing loss: 0.08899462223052979
epoch 29700  training loss: 0.03882472962141037
epoch 29700  clean testing loss: 0.08832094073295593
epoch 29800  training loss: 0.038961563259363174
epoch 29800  clean testing loss: 0.08781322091817856
epoch 29900  training loss: 0.03867305442690849

 30%|████████████████████████▎                                                       | 30420/100000 [01:57<04:43, 245.67it/s]
epoch 30000  training loss: 0.038442231714725494
epoch 30000  clean testing loss: 0.08847904205322266
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 30100  training loss: 0.038306109607219696
epoch 30100  clean testing loss: 0.08928386867046356
epoch 30200  training loss: 0.03828848898410797
epoch 30200  clean testing loss: 0.08915648609399796
epoch 30300  training loss: 0.03817491605877876
epoch 30300  clean testing loss: 0.08916374295949936
epoch 30400  training loss: 0.038145553320646286

 31%|████████████████████████▋                                                       | 30879/100000 [01:59<04:43, 244.00it/s]
epoch 30500  training loss: 0.038372308015823364
epoch 30500  clean testing loss: 0.08930975943803787
epoch 30600  training loss: 0.038328006863594055
epoch 30600  clean testing loss: 0.08904406428337097
epoch 30700  training loss: 0.03813620284199715
epoch 30700  clean testing loss: 0.08989804983139038
epoch 30800  training loss: 0.039039045572280884
epoch 30800  clean testing loss: 0.08993764221668243
epoch 30900  training loss: 0.03886019438505173

 31%|█████████████████████████▏                                                      | 31413/100000 [02:01<04:47, 238.79it/s]
epoch 31000  training loss: 0.03797300159931183
epoch 31000  clean testing loss: 0.08976088464260101
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 31100  training loss: 0.03799038007855415
epoch 31100  clean testing loss: 0.09010541439056396
epoch 31200  training loss: 0.03844216465950012
epoch 31200  clean testing loss: 0.08942174166440964
epoch 31300  training loss: 0.03780775144696236
epoch 31300  clean testing loss: 0.08978402614593506
epoch 31400  training loss: 0.03779620677232742

 32%|█████████████████████████▌                                                      | 31898/100000 [02:03<04:41, 241.53it/s]
epoch 31500  training loss: 0.037778452038764954
epoch 31500  clean testing loss: 0.09024171531200409
epoch 31600  training loss: 0.03776972368359566
epoch 31600  clean testing loss: 0.0900966227054596
epoch 31700  training loss: 0.03795076161623001
epoch 31700  clean testing loss: 0.09079928696155548
epoch 31800  training loss: 0.03770620375871658

 32%|█████████████████████████▉                                                      | 32377/100000 [02:05<04:39, 241.62it/s]
epoch 31900  training loss: 0.03848884999752045
epoch 31900  clean testing loss: 0.09218700230121613
epoch 32000  training loss: 0.03774978220462799
epoch 32000  clean testing loss: 0.09086534380912781
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 32100  training loss: 0.037626974284648895
epoch 32100  clean testing loss: 0.09018517285585403
epoch 32200  training loss: 0.03777267783880234
epoch 32200  clean testing loss: 0.09160652756690979
epoch 32300  training loss: 0.039234746247529984

 33%|██████████████████████████▎                                                     | 32859/100000 [02:07<04:40, 239.50it/s]
epoch 32400  training loss: 0.037630971521139145
epoch 32400  clean testing loss: 0.09162738174200058
epoch 32500  training loss: 0.03778579458594322
epoch 32500  clean testing loss: 0.09041014313697815
epoch 32600  training loss: 0.03738134354352951
epoch 32600  clean testing loss: 0.09094713628292084
epoch 32700  training loss: 0.03745800629258156
epoch 32700  clean testing loss: 0.09147174656391144
epoch 32800  training loss: 0.037651997059583664

 33%|██████████████████████████▋                                                     | 33364/100000 [02:09<04:37, 239.98it/s]
epoch 32900  training loss: 0.03731357306241989
epoch 32900  clean testing loss: 0.09181960672140121
epoch 33000  training loss: 0.03725248575210571
epoch 33000  clean testing loss: 0.09174059331417084
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 33100  training loss: 0.037217989563941956
epoch 33100  clean testing loss: 0.09137802571058273
epoch 33200  training loss: 0.037165913730859756
epoch 33200  clean testing loss: 0.09141290932893753
epoch 33300  training loss: 0.03728626295924187

 34%|███████████████████████████                                                     | 33845/100000 [02:11<04:32, 242.84it/s]
epoch 33400  training loss: 0.03718358278274536
epoch 33400  clean testing loss: 0.09143565595149994
epoch 33500  training loss: 0.03715858235955238
epoch 33500  clean testing loss: 0.09226240962743759
epoch 33600  training loss: 0.03714446723461151
epoch 33600  clean testing loss: 0.09222379326820374
epoch 33700  training loss: 0.03702748194336891
epoch 33700  clean testing loss: 0.09197217226028442
epoch 33800  training loss: 0.037029165774583817

 34%|███████████████████████████▍                                                    | 34327/100000 [02:13<04:27, 245.34it/s]
epoch 33900  training loss: 0.037229813635349274
epoch 33900  clean testing loss: 0.09251198172569275
epoch 34000  training loss: 0.03731170669198036
epoch 34000  clean testing loss: 0.09293126314878464
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 34100  training loss: 0.0368964783847332
epoch 34100  clean testing loss: 0.09263838082551956
epoch 34200  training loss: 0.03688487410545349
epoch 34200  clean testing loss: 0.09233181923627853
epoch 34300  training loss: 0.03725721314549446

 35%|███████████████████████████▊                                                    | 34837/100000 [02:15<04:20, 250.20it/s]
epoch 34400  training loss: 0.03680025041103363
epoch 34400  clean testing loss: 0.09235727787017822
epoch 34500  training loss: 0.03678574413061142
epoch 34500  clean testing loss: 0.09258225560188293
epoch 34600  training loss: 0.03718171641230583
epoch 34600  clean testing loss: 0.09236497431993484
epoch 34700  training loss: 0.036753807216882706
epoch 34700  clean testing loss: 0.09275117516517639
epoch 34800  training loss: 0.03710200637578964

 35%|████████████████████████████▎                                                   | 35318/100000 [02:17<04:31, 238.13it/s]
epoch 34900  training loss: 0.03692348301410675
epoch 34900  clean testing loss: 0.09386082738637924
epoch 35000  training loss: 0.03684518486261368
epoch 35000  clean testing loss: 0.093512624502182
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 35100  training loss: 0.03675232455134392
epoch 35100  clean testing loss: 0.09345824271440506
epoch 35200  training loss: 0.03657414764165878
epoch 35200  clean testing loss: 0.0932067483663559
epoch 35300  training loss: 0.036691561341285706

 36%|████████████████████████████▋                                                   | 35805/100000 [02:19<04:16, 249.97it/s]
epoch 35400  training loss: 0.03669510409235954
epoch 35400  clean testing loss: 0.09359709918498993
epoch 35500  training loss: 0.03664550930261612
epoch 35500  clean testing loss: 0.09362030029296875
epoch 35600  training loss: 0.03658897429704666
epoch 35600  clean testing loss: 0.09380887448787689
epoch 35700  training loss: 0.036446839570999146
epoch 35700  clean testing loss: 0.09392471611499786
epoch 35800  training loss: 0.03664404898881912

 36%|█████████████████████████████                                                   | 36290/100000 [02:21<04:16, 248.06it/s]
epoch 35900  training loss: 0.03634188324213028
epoch 35900  clean testing loss: 0.09349948167800903
epoch 36000  training loss: 0.036604151129722595
epoch 36000  clean testing loss: 0.09370604902505875
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 36100  training loss: 0.03631054237484932
epoch 36100  clean testing loss: 0.09406918287277222
epoch 36200  training loss: 0.03625775873661041

 37%|█████████████████████████████▍                                                  | 36796/100000 [02:24<04:22, 240.73it/s]
epoch 36300  training loss: 0.036239489912986755
epoch 36300  clean testing loss: 0.09414192289113998
epoch 36400  training loss: 0.036190759390592575
epoch 36400  clean testing loss: 0.09425296634435654
epoch 36500  training loss: 0.03619905933737755
epoch 36500  clean testing loss: 0.09413763135671616
epoch 36600  training loss: 0.03623141348361969
epoch 36600  clean testing loss: 0.0941474512219429
epoch 36700  training loss: 0.03620821610093117

 37%|█████████████████████████████▊                                                  | 37277/100000 [02:25<04:15, 245.30it/s]
epoch 36800  training loss: 0.03627980500459671
epoch 36800  clean testing loss: 0.09426699578762054
epoch 36900  training loss: 0.03621339052915573
epoch 36900  clean testing loss: 0.0949278250336647
epoch 37000  training loss: 0.03634818270802498
epoch 37000  clean testing loss: 0.09537730365991592
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 37100  training loss: 0.03617360070347786
epoch 37100  clean testing loss: 0.09520678967237473
epoch 37200  training loss: 0.03601227328181267

 38%|██████████████████████████████▏                                                 | 37759/100000 [02:27<04:15, 243.76it/s]
epoch 37300  training loss: 0.03645998612046242
epoch 37300  clean testing loss: 0.09525159001350403
epoch 37400  training loss: 0.0360155887901783
epoch 37400  clean testing loss: 0.09460271894931793
epoch 37500  training loss: 0.0359993539750576
epoch 37500  clean testing loss: 0.09447700530290604
epoch 37600  training loss: 0.035892192274332047
epoch 37600  clean testing loss: 0.09524907171726227
epoch 37700  training loss: 0.03606364130973816

 38%|██████████████████████████████▌                                                 | 38241/100000 [02:29<04:15, 242.18it/s]
epoch 37800  training loss: 0.03592291846871376
epoch 37800  clean testing loss: 0.09497769922018051
epoch 37900  training loss: 0.035832613706588745
epoch 37900  clean testing loss: 0.09494426101446152
epoch 38000  training loss: 0.035831816494464874
epoch 38000  clean testing loss: 0.0953487828373909
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 38100  training loss: 0.035751376301050186
epoch 38100  clean testing loss: 0.09504612535238266
epoch 38200  training loss: 0.03590541332960129

 39%|██████████████████████████████▉                                                 | 38695/100000 [02:31<04:10, 244.35it/s]
epoch 38300  training loss: 0.03609083592891693
epoch 38300  clean testing loss: 0.09590988606214523
epoch 38400  training loss: 0.03575539588928223
epoch 38400  clean testing loss: 0.09598944336175919
epoch 38500  training loss: 0.03571287915110588
epoch 38500  clean testing loss: 0.09563949704170227
epoch 38600  training loss: 0.03572235628962517
epoch 38600  clean testing loss: 0.09544763714075089
epoch 38700  training loss: 0.03577112779021263

 39%|███████████████████████████████▍                                                | 39224/100000 [02:34<04:09, 243.29it/s]
epoch 38800  training loss: 0.035717856138944626
epoch 38800  clean testing loss: 0.09587593376636505
epoch 38900  training loss: 0.035783007740974426
epoch 38900  clean testing loss: 0.09572282433509827
epoch 39000  training loss: 0.03560195118188858
epoch 39000  clean testing loss: 0.09582684189081192
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 39100  training loss: 0.03550686687231064
epoch 39100  clean testing loss: 0.09571748226881027
epoch 39200  training loss: 0.035477615892887115

 40%|███████████████████████████████▊                                                | 39705/100000 [02:36<04:11, 239.77it/s]
epoch 39300  training loss: 0.035461436957120895
epoch 39300  clean testing loss: 0.09589117020368576
epoch 39400  training loss: 0.03546004742383957
epoch 39400  clean testing loss: 0.09606360644102097
epoch 39500  training loss: 0.03546135127544403
epoch 39500  clean testing loss: 0.0961407795548439
epoch 39600  training loss: 0.035465043038129807

 40%|████████████████████████████████▏                                               | 40185/100000 [02:37<04:03, 245.74it/s]
epoch 39700  training loss: 0.03561137616634369
epoch 39700  clean testing loss: 0.09675605595111847
epoch 39800  training loss: 0.03535102680325508
epoch 39800  clean testing loss: 0.09640132635831833
epoch 39900  training loss: 0.035323888063430786
epoch 39900  clean testing loss: 0.0964619368314743
epoch 40000  training loss: 0.035457078367471695
epoch 40000  clean testing loss: 0.09705481678247452
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 40100  training loss: 0.035381752997636795

 41%|████████████████████████████████▌                                               | 40693/100000 [02:40<04:04, 242.33it/s]
epoch 40200  training loss: 0.03527774289250374
epoch 40200  clean testing loss: 0.0966213122010231
epoch 40300  training loss: 0.035274140536785126
epoch 40300  clean testing loss: 0.09656134247779846
epoch 40400  training loss: 0.035414133220911026
epoch 40400  clean testing loss: 0.09712185710668564
epoch 40500  training loss: 0.03527667000889778
epoch 40500  clean testing loss: 0.09661882370710373
epoch 40600  training loss: 0.03547075018286705

 41%|████████████████████████████████▉                                               | 41169/100000 [02:42<04:02, 242.88it/s]
epoch 40700  training loss: 0.03526538237929344
epoch 40700  clean testing loss: 0.09661885350942612
epoch 40800  training loss: 0.03536910563707352
epoch 40800  clean testing loss: 0.09677834063768387
epoch 40900  training loss: 0.035132307559251785
epoch 40900  clean testing loss: 0.09703052043914795
epoch 41000  training loss: 0.03508513793349266
epoch 41000  clean testing loss: 0.09689868986606598
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 41100  training loss: 0.0351269468665123

 42%|█████████████████████████████████▎                                              | 41647/100000 [02:43<03:59, 243.54it/s]
epoch 41200  training loss: 0.035183317959308624
epoch 41200  clean testing loss: 0.09763124585151672
epoch 41300  training loss: 0.03514634445309639
epoch 41300  clean testing loss: 0.09716662764549255
epoch 41400  training loss: 0.0350496731698513
epoch 41400  clean testing loss: 0.0974353700876236
epoch 41500  training loss: 0.03500662371516228
epoch 41500  clean testing loss: 0.09702146053314209
epoch 41600  training loss: 0.035020533949136734

 42%|█████████████████████████████████▋                                              | 42153/100000 [02:46<04:00, 240.36it/s]
epoch 41700  training loss: 0.03501942381262779
epoch 41700  clean testing loss: 0.09734349697828293
epoch 41800  training loss: 0.03494593873620033
epoch 41800  clean testing loss: 0.09731616824865341
epoch 41900  training loss: 0.0349535197019577
epoch 41900  clean testing loss: 0.09767290949821472
epoch 42000  training loss: 0.03491392731666565
epoch 42000  clean testing loss: 0.09749647974967957
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 42100  training loss: 0.03484572097659111

 43%|██████████████████████████████████                                              | 42635/100000 [02:48<03:56, 242.69it/s]
epoch 42200  training loss: 0.034828707575798035
epoch 42200  clean testing loss: 0.0978936105966568
epoch 42300  training loss: 0.03484027832746506
epoch 42300  clean testing loss: 0.09779474139213562
epoch 42400  training loss: 0.034820932894945145
epoch 42400  clean testing loss: 0.09781277924776077
epoch 42500  training loss: 0.034803155809640884
epoch 42500  clean testing loss: 0.09780588746070862
epoch 42600  training loss: 0.03474902734160423

 43%|██████████████████████████████████▍                                             | 43118/100000 [02:50<03:54, 242.79it/s]
epoch 42700  training loss: 0.034826867282390594
epoch 42700  clean testing loss: 0.09810046851634979
epoch 42800  training loss: 0.03475584834814072
epoch 42800  clean testing loss: 0.09777775406837463
epoch 42900  training loss: 0.03474285081028938
epoch 42900  clean testing loss: 0.09841316938400269
epoch 43000  training loss: 0.034735243767499924
epoch 43000  clean testing loss: 0.09784422069787979

 44%|██████████████████████████████████▉                                             | 43600/100000 [02:52<03:51, 244.04it/s]
epoch 43100  training loss: 0.0347130224108696
epoch 43100  clean testing loss: 0.09802752733230591
epoch 43200  training loss: 0.034660156816244125
epoch 43200  clean testing loss: 0.09861035645008087
epoch 43300  training loss: 0.03474774211645126
epoch 43300  clean testing loss: 0.09804703295230865
epoch 43400  training loss: 0.0346505306661129
epoch 43400  clean testing loss: 0.09843479841947556
epoch 43500  training loss: 0.03459736704826355

 44%|███████████████████████████████████▎                                            | 44082/100000 [02:54<03:49, 243.83it/s]
epoch 43600  training loss: 0.03459276631474495
epoch 43600  clean testing loss: 0.0982731506228447
epoch 43700  training loss: 0.03460858762264252
epoch 43700  clean testing loss: 0.0981283187866211
epoch 43800  training loss: 0.034610942006111145
epoch 43800  clean testing loss: 0.09877245128154755
epoch 43900  training loss: 0.03453048691153526
epoch 43900  clean testing loss: 0.09832566231489182
epoch 44000  training loss: 0.03449395298957825
epoch 44000  clean testing loss: 0.09867145866155624

 45%|███████████████████████████████████▋                                            | 44593/100000 [02:56<03:45, 245.92it/s]
epoch 44100  training loss: 0.03447425365447998
epoch 44100  clean testing loss: 0.09881673008203506
epoch 44200  training loss: 0.03450566157698631
epoch 44200  clean testing loss: 0.09854406863451004
epoch 44300  training loss: 0.034443747252225876
epoch 44300  clean testing loss: 0.09857576340436935
epoch 44400  training loss: 0.034431092441082
epoch 44400  clean testing loss: 0.09866844117641449
epoch 44500  training loss: 0.03444470465183258

 45%|████████████████████████████████████                                            | 45071/100000 [02:58<03:47, 240.92it/s]
epoch 44600  training loss: 0.03438292071223259
epoch 44600  clean testing loss: 0.09868008643388748
epoch 44700  training loss: 0.03433888405561447
epoch 44700  clean testing loss: 0.09892993420362473
epoch 44800  training loss: 0.03438049554824829
epoch 44800  clean testing loss: 0.09917326271533966
epoch 44900  training loss: 0.03436316177248955
epoch 44900  clean testing loss: 0.09866958111524582
epoch 45000  training loss: 0.03433966264128685
epoch 45000  clean testing loss: 0.09936320036649704

 46%|████████████████████████████████████▍                                           | 45559/100000 [03:00<03:37, 249.93it/s]
epoch 45100  training loss: 0.03426973521709442
epoch 45100  clean testing loss: 0.09920312464237213
epoch 45200  training loss: 0.034277573227882385
epoch 45200  clean testing loss: 0.09906790405511856
epoch 45300  training loss: 0.03424007445573807
epoch 45300  clean testing loss: 0.09916232526302338
epoch 45400  training loss: 0.034225352108478546
epoch 45400  clean testing loss: 0.09932150691747665
epoch 45500  training loss: 0.03425264731049538

 46%|████████████████████████████████████▊                                           | 46042/100000 [03:02<03:43, 240.90it/s]
epoch 45600  training loss: 0.03432057052850723
epoch 45600  clean testing loss: 0.09968417137861252
epoch 45700  training loss: 0.0342264249920845
epoch 45700  clean testing loss: 0.09929868578910828
epoch 45800  training loss: 0.034169554710388184
epoch 45800  clean testing loss: 0.09934625029563904
epoch 45900  training loss: 0.03420420363545418
epoch 45900  clean testing loss: 0.09933406114578247
epoch 46000  training loss: 0.034133292734622955
epoch 46000  clean testing loss: 0.09951210767030716

 47%|█████████████████████████████████████▏                                          | 46527/100000 [03:04<03:38, 245.05it/s]
epoch 46100  training loss: 0.03415725752711296
epoch 46100  clean testing loss: 0.0993298813700676
epoch 46200  training loss: 0.034141283482313156
epoch 46200  clean testing loss: 0.09935341030359268
epoch 46300  training loss: 0.034110937267541885
epoch 46300  clean testing loss: 0.09998518228530884
epoch 46400  training loss: 0.03408052399754524
epoch 46400  clean testing loss: 0.09982480108737946
epoch 46500  training loss: 0.03402556851506233

 47%|█████████████████████████████████████▋                                          | 47033/100000 [03:06<03:39, 241.80it/s]
epoch 46600  training loss: 0.03404757007956505
epoch 46600  clean testing loss: 0.09966038912534714
epoch 46700  training loss: 0.03403368219733238
epoch 46700  clean testing loss: 0.0999046117067337
epoch 46800  training loss: 0.0340145118534565
epoch 46800  clean testing loss: 0.0998748242855072
epoch 46900  training loss: 0.03398796170949936

 47%|█████████████████████████████████████▉                                          | 47386/100000 [03:07<03:38, 240.36it/s]
epoch 47000  training loss: 0.033958010375499725
epoch 47000  clean testing loss: 0.09987051784992218
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 47100  training loss: 0.03398856148123741
epoch 47100  clean testing loss: 0.10004157572984695
epoch 47200  training loss: 0.033966951072216034
epoch 47200  clean testing loss: 0.09979531168937683
epoch 47300  training loss: 0.03394675254821777
epoch 47300  clean testing loss: 0.10003779828548431
epoch 47400  training loss: 0.03392357751727104

 48%|██████████████████████████████████████▍                                         | 47996/100000 [03:10<03:33, 243.31it/s]
epoch 47500  training loss: 0.03389548882842064
epoch 47500  clean testing loss: 0.10021038353443146
epoch 47600  training loss: 0.03388156369328499
epoch 47600  clean testing loss: 0.09987114369869232
epoch 47700  training loss: 0.033828455954790115
epoch 47700  clean testing loss: 0.09999286383390427
epoch 47800  training loss: 0.033836480230093
epoch 47800  clean testing loss: 0.10019177943468094
epoch 47900  training loss: 0.03380059450864792

 48%|██████████████████████████████████████▊                                         | 48475/100000 [03:12<03:32, 242.88it/s]
epoch 48000  training loss: 0.03382549434900284
epoch 48000  clean testing loss: 0.1001223474740982
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 48100  training loss: 0.033787019550800323
epoch 48100  clean testing loss: 0.10019886493682861
epoch 48200  training loss: 0.03375721722841263
epoch 48200  clean testing loss: 0.10022804886102676
epoch 48300  training loss: 0.0337529256939888
epoch 48300  clean testing loss: 0.10026241093873978
epoch 48400  training loss: 0.033751536160707474

 49%|███████████████████████████████████████▏                                        | 48953/100000 [03:14<03:29, 243.12it/s]
epoch 48500  training loss: 0.033710040152072906
epoch 48500  clean testing loss: 0.100459024310112
epoch 48600  training loss: 0.033703628927469254
epoch 48600  clean testing loss: 0.10048951953649521
epoch 48700  training loss: 0.03369102627038956
epoch 48700  clean testing loss: 0.10036904364824295
epoch 48800  training loss: 0.03368758037686348
epoch 48800  clean testing loss: 0.10061442852020264
epoch 48900  training loss: 0.033753711730241776

 49%|███████████████████████████████████████▌                                        | 49457/100000 [03:16<03:28, 242.11it/s]
epoch 49000  training loss: 0.03365383297204971
epoch 49000  clean testing loss: 0.10047995299100876
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 49100  training loss: 0.03364061936736107
epoch 49100  clean testing loss: 0.10058300942182541
epoch 49200  training loss: 0.03372860699892044
epoch 49200  clean testing loss: 0.10045718401670456
epoch 49300  training loss: 0.03361933305859566
epoch 49300  clean testing loss: 0.10050532966852188
epoch 49400  training loss: 0.03363935276865959

 50%|███████████████████████████████████████▉                                        | 49939/100000 [03:18<03:23, 245.91it/s]
epoch 49500  training loss: 0.033575136214494705
epoch 49500  clean testing loss: 0.10056517273187637
epoch 49600  training loss: 0.033605799078941345
epoch 49600  clean testing loss: 0.10059794783592224
epoch 49700  training loss: 0.0335572175681591
epoch 49700  clean testing loss: 0.10092481225728989
epoch 49800  training loss: 0.03359655290842056
epoch 49800  clean testing loss: 0.1005639061331749
epoch 49900  training loss: 0.03354250639677048

 50%|████████████████████████████████████████▎                                       | 50414/100000 [03:20<03:26, 240.53it/s]
epoch 50000  training loss: 0.03350771963596344
epoch 50000  clean testing loss: 0.1007533147931099
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 50100  training loss: 0.03350666165351868
epoch 50100  clean testing loss: 0.10093985497951508
epoch 50200  training loss: 0.03348853439092636
epoch 50200  clean testing loss: 0.10113751888275146
epoch 50300  training loss: 0.0334743894636631

 51%|████████████████████████████████████████▋                                       | 50851/100000 [03:22<04:04, 200.64it/s]
epoch 50400  training loss: 0.03345513343811035
epoch 50400  clean testing loss: 0.10105424374341965
epoch 50500  training loss: 0.03344639390707016
epoch 50500  clean testing loss: 0.10092946141958237
epoch 50600  training loss: 0.03345014527440071
epoch 50600  clean testing loss: 0.10138153284788132
epoch 50700  training loss: 0.033442649990320206
epoch 50700  clean testing loss: 0.10096237808465958
epoch 50800  training loss: 0.03339247778058052

 51%|████████████████████████████████████████▉                                       | 51224/100000 [03:24<04:08, 196.54it/s]
epoch 50900  training loss: 0.03339487686753273
epoch 50900  clean testing loss: 0.10120923072099686
epoch 51000  training loss: 0.033432334661483765
epoch 51000  clean testing loss: 0.10147073864936829
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr0.001 ...
epoch 51100  training loss: 0.03335830196738243
epoch 51100  clean testing loss: 0.10135579854249954
epoch 51200  training loss: 0.0333380289375782

 52%|█████████████████████████████████████████▏                                      | 51541/100000 [03:25<04:02, 200.06it/s]
epoch 51300  training loss: 0.03333767130970955
epoch 51300  clean testing loss: 0.10132186114788055
epoch 51400  training loss: 0.03331804648041725
epoch 51400  clean testing loss: 0.10147164016962051
epoch 51500  training loss: 0.03330167755484581
epoch 51500  clean testing loss: 0.10148228704929352
epoch 51600  training loss: 0.03328358754515648

