
  0%|▎                                                                                 | 340/100000 [00:01<06:06, 271.57it/s]
epoch 26200  clean testing loss: 0.04629770293831825
epoch 26300  training loss: 0.07263832539319992
epoch 26300  clean testing loss: 0.04649787023663521
epoch 26400  training loss: 0.07257535308599472

 27%|█████████████████████▋                                                          | 27136/100000 [01:27<03:45, 323.08it/s]
epoch 26500  training loss: 0.07253772020339966
epoch 26500  clean testing loss: 0.0462239645421505
epoch 26600  training loss: 0.0724586620926857
epoch 26600  clean testing loss: 0.04643043130636215
epoch 26700  training loss: 0.07241689413785934
epoch 26700  clean testing loss: 0.04635658860206604
epoch 26800  training loss: 0.07237762957811356
epoch 26800  clean testing loss: 0.046685464680194855
epoch 26900  training loss: 0.07232584059238434
epoch 26900  clean testing loss: 0.04633249714970589
epoch 27000  training loss: 0.07223835587501526
epoch 27000  clean testing loss: 0.04654601961374283
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 27100  training loss: 0.07218792289495468

 28%|██████████████████████▏                                                         | 27763/100000 [01:29<03:43, 322.58it/s]
epoch 27200  training loss: 0.07214498519897461
epoch 27200  clean testing loss: 0.04666687175631523
epoch 27300  training loss: 0.07210662961006165
epoch 27300  clean testing loss: 0.046803828328847885
epoch 27400  training loss: 0.0720575749874115
epoch 27400  clean testing loss: 0.04668983444571495
epoch 27500  training loss: 0.07200383394956589
epoch 27500  clean testing loss: 0.04668775200843811
epoch 27600  training loss: 0.07194299250841141
epoch 27600  clean testing loss: 0.04671527072787285
epoch 27700  training loss: 0.07190615683794022

 28%|██████████████████████▋                                                         | 28422/100000 [01:31<03:43, 320.77it/s]
epoch 27800  training loss: 0.0718654990196228
epoch 27800  clean testing loss: 0.04673119634389877
epoch 27900  training loss: 0.07183081656694412
epoch 27900  clean testing loss: 0.046741511672735214
epoch 28000  training loss: 0.07176411896944046
epoch 28000  clean testing loss: 0.04694778099656105
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 28100  training loss: 0.07172229140996933
epoch 28100  clean testing loss: 0.047066789120435715
epoch 28200  training loss: 0.07170046120882034
epoch 28200  clean testing loss: 0.04683489724993706
epoch 28300  training loss: 0.071661077439785
epoch 28300  clean testing loss: 0.047200754284858704
epoch 28400  training loss: 0.07160766422748566

 29%|███████████████████████▎                                                        | 29082/100000 [01:33<03:41, 320.32it/s]
epoch 28500  training loss: 0.07154804468154907
epoch 28500  clean testing loss: 0.04706735536456108
epoch 28600  training loss: 0.07150120288133621
epoch 28600  clean testing loss: 0.0470946840941906
epoch 28700  training loss: 0.07148052006959915
epoch 28700  clean testing loss: 0.04700624197721481
epoch 28800  training loss: 0.07142172753810883
epoch 28800  clean testing loss: 0.04732448235154152
epoch 28900  training loss: 0.07136700302362442
epoch 28900  clean testing loss: 0.04724354296922684
epoch 29000  training loss: 0.07132547348737717
epoch 29000  clean testing loss: 0.0470329225063324
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 29100  training loss: 0.0712088942527771

 30%|████████████████████████▎                                                        | 30072/100000 [01:43<38:59, 29.89it/s]
epoch 29200  training loss: 0.07112351059913635
epoch 29200  clean testing loss: 0.047036994248628616
epoch 29300  training loss: 0.07103845477104187
epoch 29300  clean testing loss: 0.04699097201228142
epoch 29400  training loss: 0.07097044587135315
epoch 29400  clean testing loss: 0.04695671424269676
epoch 29500  training loss: 0.07091602683067322
epoch 29500  clean testing loss: 0.04737840220332146
epoch 29600  training loss: 0.07085777819156647
epoch 29600  clean testing loss: 0.047439608722925186
epoch 29700  training loss: 0.07076115906238556
epoch 29700  clean testing loss: 0.04710321128368378
epoch 29800  training loss: 0.07071959972381592
epoch 29800  clean testing loss: 0.04709629341959953
epoch 29900  training loss: 0.07063616067171097
epoch 29900  clean testing loss: 0.047219470143318176
epoch 30000  training loss: 0.07060234248638153
epoch 30000  clean testing loss: 0.04725104942917824
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 30100  training loss: 0.0705336481332779
epoch 30100  clean testing loss: 0.047389399260282516
epoch 30200  training loss: 0.07049765437841415
epoch 30200  clean testing loss: 0.04731656238436699
epoch 30300  training loss: 0.07045219838619232
epoch 30300  clean testing loss: 0.047473207116127014
epoch 30400  training loss: 0.07041658461093903
epoch 30400  clean testing loss: 0.047574494034051895
epoch 30500  training loss: 0.07037053257226944

 31%|████████████████████████▌                                                       | 30730/100000 [01:45<03:37, 318.95it/s]
epoch 30600  training loss: 0.07033035904169083
epoch 30600  clean testing loss: 0.04739849641919136
epoch 30700  training loss: 0.07027643918991089
epoch 30700  clean testing loss: 0.04746605083346367
epoch 30800  training loss: 0.07022929936647415
epoch 30800  clean testing loss: 0.047487176954746246
epoch 30900  training loss: 0.07018928974866867
epoch 30900  clean testing loss: 0.04750632867217064
epoch 31000  training loss: 0.07014726847410202
epoch 31000  clean testing loss: 0.047725122421979904
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 31100  training loss: 0.07011312991380692
epoch 31100  clean testing loss: 0.04782726988196373
epoch 31200  training loss: 0.07005678117275238

 31%|█████████████████████████                                                       | 31388/100000 [01:47<03:33, 320.93it/s]
epoch 31300  training loss: 0.07001373916864395
epoch 31300  clean testing loss: 0.04782724380493164
epoch 31400  training loss: 0.06997264176607132
epoch 31400  clean testing loss: 0.04774428531527519
epoch 31500  training loss: 0.0699494406580925
epoch 31500  clean testing loss: 0.048036087304353714
epoch 31600  training loss: 0.06990642845630646
epoch 31600  clean testing loss: 0.04802319407463074
epoch 31700  training loss: 0.06985443085432053
epoch 31700  clean testing loss: 0.047916967421770096
epoch 31800  training loss: 0.06982692331075668

 32%|█████████████████████████▋                                                      | 32048/100000 [01:49<03:31, 320.58it/s]
epoch 31900  training loss: 0.0697772353887558
epoch 31900  clean testing loss: 0.048001982271671295
epoch 32000  training loss: 0.06974872946739197
epoch 32000  clean testing loss: 0.04790700599551201
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 32100  training loss: 0.0697171539068222
epoch 32100  clean testing loss: 0.04790402203798294
epoch 32200  training loss: 0.06966172903776169
epoch 32200  clean testing loss: 0.047975704073905945
epoch 32300  training loss: 0.06963185966014862
epoch 32300  clean testing loss: 0.04824608564376831
epoch 32400  training loss: 0.06958892196416855
epoch 32400  clean testing loss: 0.048283420503139496
epoch 32500  training loss: 0.06955813616514206

 33%|██████████████████████████▏                                                     | 32675/100000 [01:51<03:28, 323.55it/s]
epoch 32600  training loss: 0.06950601190328598
epoch 32600  clean testing loss: 0.048296473920345306
epoch 32700  training loss: 0.0694892629981041
epoch 32700  clean testing loss: 0.04851855710148811
epoch 32800  training loss: 0.06943497061729431
epoch 32800  clean testing loss: 0.048444293439388275
epoch 32900  training loss: 0.06940257549285889
epoch 32900  clean testing loss: 0.048426833003759384
epoch 33000  training loss: 0.06935111433267593
epoch 33000  clean testing loss: 0.04831066355109215
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 33100  training loss: 0.06931869685649872

 33%|██████████████████████████▋                                                     | 33334/100000 [01:53<03:26, 322.10it/s]
epoch 33200  training loss: 0.06928782910108566
epoch 33200  clean testing loss: 0.04847933351993561
epoch 33300  training loss: 0.0692543089389801
epoch 33300  clean testing loss: 0.048416703939437866
epoch 33400  training loss: 0.06922973692417145
epoch 33400  clean testing loss: 0.04859105497598648
epoch 33500  training loss: 0.06920725107192993
epoch 33500  clean testing loss: 0.04839778691530228
epoch 33600  training loss: 0.06916246563196182
epoch 33600  clean testing loss: 0.04854179918766022
epoch 33700  training loss: 0.06913246214389801
epoch 33700  clean testing loss: 0.04866935312747955
epoch 33800  training loss: 0.06910289078950882

 34%|███████████████████████████▏                                                    | 33961/100000 [01:55<03:24, 323.10it/s]
epoch 33900  training loss: 0.069063201546669
epoch 33900  clean testing loss: 0.04856886342167854
epoch 34000  training loss: 0.06904533505439758
epoch 34000  clean testing loss: 0.048539090901613235
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 34100  training loss: 0.06901191920042038
epoch 34100  clean testing loss: 0.04882847145199776
epoch 34200  training loss: 0.0689704492688179
epoch 34200  clean testing loss: 0.048624467104673386
epoch 34300  training loss: 0.0689459890127182
epoch 34300  clean testing loss: 0.04863676428794861
epoch 34400  training loss: 0.06892213225364685

 35%|███████████████████████████▋                                                    | 34620/100000 [01:57<03:23, 321.89it/s]
epoch 34500  training loss: 0.06888137012720108
epoch 34500  clean testing loss: 0.04870273917913437
epoch 34600  training loss: 0.06884841620922089
epoch 34600  clean testing loss: 0.048696331679821014
epoch 34700  training loss: 0.06883067637681961
epoch 34700  clean testing loss: 0.04903664067387581
epoch 34800  training loss: 0.06878538429737091
epoch 34800  clean testing loss: 0.04883565008640289
epoch 34900  training loss: 0.06875746697187424
epoch 34900  clean testing loss: 0.04886145889759064
epoch 35000  training loss: 0.0687267929315567
epoch 35000  clean testing loss: 0.04881788045167923
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 35100  training loss: 0.06870921701192856

 35%|████████████████████████████▏                                                   | 35247/100000 [01:59<03:22, 320.40it/s]
epoch 35200  training loss: 0.06866856664419174
epoch 35200  clean testing loss: 0.048891760408878326
epoch 35300  training loss: 0.0686480775475502
epoch 35300  clean testing loss: 0.04905680567026138
epoch 35400  training loss: 0.06861314177513123
epoch 35400  clean testing loss: 0.04915181174874306
epoch 35500  training loss: 0.06858082860708237
epoch 35500  clean testing loss: 0.049018699675798416
epoch 35600  training loss: 0.06855073571205139
epoch 35600  clean testing loss: 0.04919181019067764
epoch 35700  training loss: 0.06851831823587418

 36%|████████████████████████████▋                                                   | 35908/100000 [02:01<03:17, 323.75it/s]
epoch 35800  training loss: 0.06849367171525955
epoch 35800  clean testing loss: 0.049276161938905716
epoch 35900  training loss: 0.06847915053367615
epoch 35900  clean testing loss: 0.049092020839452744
epoch 36000  training loss: 0.06842613220214844
epoch 36000  clean testing loss: 0.049143511801958084
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 36100  training loss: 0.06840179115533829
epoch 36100  clean testing loss: 0.04916837066411972
epoch 36200  training loss: 0.0683780387043953
epoch 36200  clean testing loss: 0.049214012920856476
epoch 36300  training loss: 0.06834261119365692

 37%|█████████████████████████████▎                                                  | 36567/100000 [02:03<03:16, 323.05it/s]
epoch 36400  training loss: 0.0683160126209259
epoch 36400  clean testing loss: 0.04922948777675629
epoch 36500  training loss: 0.06829217821359634
epoch 36500  clean testing loss: 0.04924914985895157
epoch 36600  training loss: 0.06826141476631165
epoch 36600  clean testing loss: 0.04929729551076889
epoch 36700  training loss: 0.06823568791151047
epoch 36700  clean testing loss: 0.04944157227873802
epoch 36800  training loss: 0.06821710616350174
epoch 36800  clean testing loss: 0.04932355135679245
epoch 36900  training loss: 0.06818129122257233
epoch 36900  clean testing loss: 0.04949793592095375
epoch 37000  training loss: 0.0681551992893219
epoch 37000  clean testing loss: 0.04945042356848717

 37%|█████████████████████████████▊                                                  | 37194/100000 [02:05<03:17, 318.45it/s]
epoch 37100  training loss: 0.06812788546085358
epoch 37100  clean testing loss: 0.049450259655714035
epoch 37200  training loss: 0.06810180842876434
epoch 37200  clean testing loss: 0.04943695664405823
epoch 37300  training loss: 0.06807862967252731
epoch 37300  clean testing loss: 0.04954991117119789
epoch 37400  training loss: 0.06804917007684708
epoch 37400  clean testing loss: 0.049539729952812195
epoch 37500  training loss: 0.06802833825349808
epoch 37500  clean testing loss: 0.049490153789520264
epoch 37600  training loss: 0.06799813359975815

 38%|██████████████████████████████▎                                                 | 37854/100000 [02:07<03:12, 322.83it/s]
epoch 37700  training loss: 0.06796913594007492
epoch 37700  clean testing loss: 0.04960313439369202
epoch 37800  training loss: 0.06794876605272293
epoch 37800  clean testing loss: 0.049617089331150055
epoch 37900  training loss: 0.06791820377111435
epoch 37900  clean testing loss: 0.049739960581064224
epoch 38000  training loss: 0.06789935380220413
epoch 38000  clean testing loss: 0.04983629658818245
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 38100  training loss: 0.06786414235830307
epoch 38100  clean testing loss: 0.049791645258665085
epoch 38200  training loss: 0.06783902645111084
epoch 38200  clean testing loss: 0.04961787164211273
epoch 38300  training loss: 0.06781642138957977

 38%|██████████████████████████████▊                                                 | 38481/100000 [02:09<03:11, 322.02it/s]
epoch 38400  training loss: 0.06778671592473984
epoch 38400  clean testing loss: 0.0498943105340004
epoch 38500  training loss: 0.06775835901498795
epoch 38500  clean testing loss: 0.04992203041911125
epoch 38600  training loss: 0.06773904711008072
epoch 38600  clean testing loss: 0.04998102784156799
epoch 38700  training loss: 0.06770717352628708
epoch 38700  clean testing loss: 0.04976272210478783
epoch 38800  training loss: 0.06768439710140228
epoch 38800  clean testing loss: 0.049758393317461014
epoch 38900  training loss: 0.06764707714319229

 39%|███████████████████████████████▎                                                | 39142/100000 [02:11<03:08, 323.04it/s]
epoch 39000  training loss: 0.06763286888599396
epoch 39000  clean testing loss: 0.049915969371795654
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 39100  training loss: 0.06758999824523926
epoch 39100  clean testing loss: 0.049995873123407364
epoch 39200  training loss: 0.06756667047739029
epoch 39200  clean testing loss: 0.04996878281235695
epoch 39300  training loss: 0.06753650307655334
epoch 39300  clean testing loss: 0.050004906952381134
epoch 39400  training loss: 0.06751211732625961
epoch 39400  clean testing loss: 0.0500483401119709
epoch 39500  training loss: 0.06748703122138977
epoch 39500  clean testing loss: 0.05007850006222725
epoch 39600  training loss: 0.06746362894773483

 40%|███████████████████████████████▊                                                | 39769/100000 [02:13<03:06, 322.12it/s]
epoch 39700  training loss: 0.0674392580986023
epoch 39700  clean testing loss: 0.050141915678977966
epoch 39800  training loss: 0.06741928309202194
epoch 39800  clean testing loss: 0.050212327390909195
epoch 39900  training loss: 0.06740022450685501
epoch 39900  clean testing loss: 0.050103940069675446
epoch 40000  training loss: 0.06737501919269562
epoch 40000  clean testing loss: 0.05010182037949562
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 40100  training loss: 0.06735116243362427
epoch 40100  clean testing loss: 0.0501551479101181
epoch 40200  training loss: 0.0673183724284172

 40%|████████████████████████████████▎                                               | 40429/100000 [02:15<03:04, 322.16it/s]
epoch 40300  training loss: 0.06729339808225632
epoch 40300  clean testing loss: 0.0501919724047184
epoch 40400  training loss: 0.06726831197738647
epoch 40400  clean testing loss: 0.05025636404752731
epoch 40500  training loss: 0.06724533438682556
epoch 40500  clean testing loss: 0.05026252195239067
epoch 40600  training loss: 0.0672212541103363
epoch 40600  clean testing loss: 0.05024809390306473
epoch 40700  training loss: 0.06719890236854553
epoch 40700  clean testing loss: 0.05029965564608574
epoch 40800  training loss: 0.0671737864613533
epoch 40800  clean testing loss: 0.05029050633311272
epoch 40900  training loss: 0.06715093553066254

 41%|████████████████████████████████▊                                               | 41056/100000 [02:17<03:05, 317.83it/s]
epoch 41000  training loss: 0.06713014841079712
epoch 41000  clean testing loss: 0.05045401677489281
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 41100  training loss: 0.0671086236834526
epoch 41100  clean testing loss: 0.050341829657554626
epoch 41200  training loss: 0.06708473712205887
epoch 41200  clean testing loss: 0.050511665642261505
epoch 41300  training loss: 0.0670643001794815
epoch 41300  clean testing loss: 0.05058010295033455
epoch 41400  training loss: 0.06704077124595642
epoch 41400  clean testing loss: 0.05038261041045189
epoch 41500  training loss: 0.06701275706291199

 42%|█████████████████████████████████▎                                              | 41682/100000 [02:19<03:01, 322.02it/s]
epoch 41600  training loss: 0.06699424237012863
epoch 41600  clean testing loss: 0.05045406520366669
epoch 41700  training loss: 0.06697563827037811
epoch 41700  clean testing loss: 0.05044420063495636
epoch 41800  training loss: 0.06694814562797546
epoch 41800  clean testing loss: 0.05053842440247536
epoch 41900  training loss: 0.06692351400852203
epoch 41900  clean testing loss: 0.05051163583993912
epoch 42000  training loss: 0.06690019369125366
epoch 42000  clean testing loss: 0.05062365159392357
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 42100  training loss: 0.06688292324542999

 42%|█████████████████████████████████▉                                              | 42374/100000 [02:22<03:01, 317.93it/s]
epoch 42200  training loss: 0.06686432659626007
epoch 42200  clean testing loss: 0.05065290257334709
epoch 42300  training loss: 0.0668444111943245
epoch 42300  clean testing loss: 0.0506683886051178
epoch 42400  training loss: 0.06682666391134262
epoch 42400  clean testing loss: 0.050675686448812485
epoch 42500  training loss: 0.06680787354707718
epoch 42500  clean testing loss: 0.050649963319301605
epoch 42600  training loss: 0.06678841263055801
epoch 42600  clean testing loss: 0.05068274959921837
epoch 42700  training loss: 0.06676884740591049
epoch 42700  clean testing loss: 0.050719745457172394
epoch 42800  training loss: 0.06674572825431824

 43%|██████████████████████████████████▍                                             | 43001/100000 [02:23<02:59, 317.77it/s]
epoch 42900  training loss: 0.06672786921262741
epoch 42900  clean testing loss: 0.05074411258101463
epoch 43000  training loss: 0.06670959293842316
epoch 43000  clean testing loss: 0.05076296627521515
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 43100  training loss: 0.06668490916490555
epoch 43100  clean testing loss: 0.050778768956661224
epoch 43200  training loss: 0.06666041910648346
epoch 43200  clean testing loss: 0.05090506747364998
epoch 43300  training loss: 0.0666358545422554
epoch 43300  clean testing loss: 0.05080261453986168
epoch 43400  training loss: 0.06661685556173325

 43%|██████████████████████████████████▋                                             | 43396/100000 [02:25<02:56, 320.74it/s]
epoch 43500  training loss: 0.06659265607595444
epoch 43500  clean testing loss: 0.05095372349023819
epoch 43600  training loss: 0.06657183170318604
epoch 43600  clean testing loss: 0.050871554762125015
epoch 43700  training loss: 0.06655190140008926
epoch 43700  clean testing loss: 0.050883494317531586
epoch 43800  training loss: 0.06653144955635071
epoch 43800  clean testing loss: 0.05091920495033264
epoch 43900  training loss: 0.06651094555854797
epoch 43900  clean testing loss: 0.051016915589571
epoch 44000  training loss: 0.06649161875247955
epoch 44000  clean testing loss: 0.05100654438138008

 45%|███████████████████████████████████▌                                            | 44521/100000 [02:56<03:37, 254.58it/s]
epoch 44100  training loss: 0.06647268682718277
epoch 44100  clean testing loss: 0.050980549305677414
epoch 44200  training loss: 0.0664500892162323
epoch 44200  clean testing loss: 0.05098811537027359
epoch 44300  training loss: 0.0664309710264206
epoch 44300  clean testing loss: 0.05106518790125847
epoch 44400  training loss: 0.06640992313623428
epoch 44400  clean testing loss: 0.05108689144253731
epoch 44500  training loss: 0.06639301031827927
epoch 44500  clean testing loss: 0.05118600279092789
epoch 44600  training loss: 0.06636980175971985
epoch 44600  clean testing loss: 0.051130764186382294
epoch 44700  training loss: 0.06634929031133652
epoch 44700  clean testing loss: 0.05116153508424759
epoch 44800  training loss: 0.06633172929286957

 45%|████████████████████████████████████                                            | 45149/100000 [02:58<02:50, 320.82it/s]
epoch 44900  training loss: 0.06630990654230118
epoch 44900  clean testing loss: 0.05121280252933502
epoch 45000  training loss: 0.06629332154989243
epoch 45000  clean testing loss: 0.05114837735891342
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 45100  training loss: 0.06627175956964493
epoch 45100  clean testing loss: 0.0512523278594017
epoch 45200  training loss: 0.06625621765851974
epoch 45200  clean testing loss: 0.05128738284111023
epoch 45300  training loss: 0.06623870879411697
epoch 45300  clean testing loss: 0.05129854381084442
epoch 45400  training loss: 0.066224105656147

 46%|████████████████████████████████████▋                                           | 45811/100000 [03:00<02:49, 319.38it/s]
epoch 45500  training loss: 0.06620709598064423
epoch 45500  clean testing loss: 0.05125826969742775
epoch 45600  training loss: 0.06618920713663101
epoch 45600  clean testing loss: 0.05140843987464905
epoch 45700  training loss: 0.06617071479558945
epoch 45700  clean testing loss: 0.05133599787950516
epoch 45800  training loss: 0.06615247577428818
epoch 45800  clean testing loss: 0.05143596976995468
epoch 45900  training loss: 0.06613163650035858
epoch 45900  clean testing loss: 0.05142316594719887
epoch 46000  training loss: 0.06611353158950806
epoch 46000  clean testing loss: 0.051432717591524124
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 46100  training loss: 0.06610019505023956

 46%|█████████████████████████████████████▏                                          | 46469/100000 [03:02<02:46, 321.52it/s]
epoch 46200  training loss: 0.06607747077941895
epoch 46200  clean testing loss: 0.05143243819475174
epoch 46300  training loss: 0.06605786085128784
epoch 46300  clean testing loss: 0.05149029940366745
epoch 46400  training loss: 0.06604278832674026
epoch 46400  clean testing loss: 0.05148514732718468
epoch 46500  training loss: 0.06602093577384949
epoch 46500  clean testing loss: 0.05153940990567207
epoch 46600  training loss: 0.06600647419691086
epoch 46600  clean testing loss: 0.051506735384464264
epoch 46700  training loss: 0.06598765403032303

 47%|█████████████████████████████████████▋                                          | 47096/100000 [03:04<02:44, 321.73it/s]
epoch 46800  training loss: 0.06596659868955612
epoch 46800  clean testing loss: 0.05159157142043114
epoch 46900  training loss: 0.06594826281070709
epoch 46900  clean testing loss: 0.05164584890007973
epoch 47000  training loss: 0.06593334674835205
epoch 47000  clean testing loss: 0.0517071858048439
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 47100  training loss: 0.0659133717417717
epoch 47100  clean testing loss: 0.05166107043623924
epoch 47200  training loss: 0.06589741259813309
epoch 47200  clean testing loss: 0.051637791097164154
epoch 47300  training loss: 0.06588231772184372
epoch 47300  clean testing loss: 0.05163955315947533
epoch 47400  training loss: 0.06586135178804398

 48%|██████████████████████████████████████▏                                         | 47756/100000 [03:06<02:42, 322.38it/s]
epoch 47500  training loss: 0.06584618985652924
epoch 47500  clean testing loss: 0.05168371647596359
epoch 47600  training loss: 0.06582904607057571
epoch 47600  clean testing loss: 0.05184154585003853
epoch 47700  training loss: 0.06581059843301773
epoch 47700  clean testing loss: 0.05181261524558067
epoch 47800  training loss: 0.06579405069351196
epoch 47800  clean testing loss: 0.05183746665716171
epoch 47900  training loss: 0.06577660143375397
epoch 47900  clean testing loss: 0.05181266739964485
epoch 48000  training loss: 0.06575809419155121
epoch 48000  clean testing loss: 0.0518265925347805

 48%|██████████████████████████████████████▋                                         | 48381/100000 [03:08<02:40, 321.08it/s]
epoch 48100  training loss: 0.06574554741382599
epoch 48100  clean testing loss: 0.051891788840293884
epoch 48200  training loss: 0.06573139131069183
epoch 48200  clean testing loss: 0.0518924742937088
epoch 48300  training loss: 0.06571656465530396
epoch 48300  clean testing loss: 0.05186013877391815
epoch 48400  training loss: 0.06570271402597427
epoch 48400  clean testing loss: 0.051941581070423126
epoch 48500  training loss: 0.06568870693445206
epoch 48500  clean testing loss: 0.051894042640924454
epoch 48600  training loss: 0.06567388027906418

 49%|███████████████████████████████████████▏                                        | 49040/100000 [03:10<02:40, 318.27it/s]
epoch 48700  training loss: 0.06565842777490616
epoch 48700  clean testing loss: 0.05196728929877281
epoch 48800  training loss: 0.06564606726169586
epoch 48800  clean testing loss: 0.051936257630586624
epoch 48900  training loss: 0.06563004106283188
epoch 48900  clean testing loss: 0.052025094628334045
epoch 49000  training loss: 0.06561630219221115
epoch 49000  clean testing loss: 0.05206076800823212
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 49100  training loss: 0.06560159474611282
epoch 49100  clean testing loss: 0.051983367651700974
epoch 49200  training loss: 0.0655861347913742
epoch 49200  clean testing loss: 0.05204972252249718
epoch 49300  training loss: 0.0655718594789505

 50%|███████████████████████████████████████▋                                        | 49668/100000 [03:12<02:36, 321.59it/s]
epoch 49400  training loss: 0.06555606424808502
epoch 49400  clean testing loss: 0.05206920951604843
epoch 49500  training loss: 0.06554199755191803
epoch 49500  clean testing loss: 0.0521593876183033
epoch 49600  training loss: 0.06552837044000626
epoch 49600  clean testing loss: 0.05207998305559158
epoch 49700  training loss: 0.06551499664783478
epoch 49700  clean testing loss: 0.05210515111684799
epoch 49800  training loss: 0.06549792736768723
epoch 49800  clean testing loss: 0.052145816385746
epoch 49900  training loss: 0.06548483669757843

 50%|████████████████████████████████████████▎                                       | 50326/100000 [03:14<02:33, 323.93it/s]
epoch 50000  training loss: 0.0654689371585846
epoch 50000  clean testing loss: 0.052248142659664154
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 50100  training loss: 0.06545573472976685
epoch 50100  clean testing loss: 0.052166588604450226
epoch 50200  training loss: 0.06543601304292679
epoch 50200  clean testing loss: 0.05218781530857086
epoch 50300  training loss: 0.0654141753911972
epoch 50300  clean testing loss: 0.05227338522672653
epoch 50400  training loss: 0.06539513170719147
epoch 50400  clean testing loss: 0.052328117191791534
epoch 50500  training loss: 0.06537920236587524
epoch 50500  clean testing loss: 0.052338019013404846
epoch 50600  training loss: 0.06536557525396347

 51%|████████████████████████████████████████▊                                       | 50986/100000 [03:16<02:31, 322.60it/s]
epoch 50700  training loss: 0.06534917652606964
epoch 50700  clean testing loss: 0.05229286476969719
epoch 50800  training loss: 0.06533417850732803
epoch 50800  clean testing loss: 0.05230596289038658
epoch 50900  training loss: 0.06531984359025955
epoch 50900  clean testing loss: 0.052345432341098785
epoch 51000  training loss: 0.06530658900737762
epoch 51000  clean testing loss: 0.05235834792256355
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 51100  training loss: 0.06529341638088226
epoch 51100  clean testing loss: 0.05239999666810036
epoch 51200  training loss: 0.06528235971927643

 52%|█████████████████████████████████████████▎                                      | 51613/100000 [03:18<02:30, 322.27it/s]
epoch 51300  training loss: 0.06527113169431686
epoch 51300  clean testing loss: 0.052376359701156616
epoch 51400  training loss: 0.06525842845439911
epoch 51400  clean testing loss: 0.052431002259254456
epoch 51500  training loss: 0.06524625420570374
epoch 51500  clean testing loss: 0.052414365112781525
epoch 51600  training loss: 0.0652342438697815
epoch 51600  clean testing loss: 0.05247022584080696
epoch 51700  training loss: 0.06522136181592941
epoch 51700  clean testing loss: 0.05248706787824631
epoch 51800  training loss: 0.06521094590425491
epoch 51800  clean testing loss: 0.05250900611281395
epoch 51900  training loss: 0.06519490480422974

 52%|█████████████████████████████████████████▊                                      | 52271/100000 [03:20<02:28, 321.43it/s]
epoch 52000  training loss: 0.06518184393644333
epoch 52000  clean testing loss: 0.052537959069013596
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0 ...
epoch 52100  training loss: 0.06516767293214798
epoch 52100  clean testing loss: 0.05253811180591583
epoch 52200  training loss: 0.06515582650899887
epoch 52200  clean testing loss: 0.05248231813311577
epoch 52300  training loss: 0.06514053791761398
epoch 52300  clean testing loss: 0.0525280125439167
epoch 52400  training loss: 0.06512730568647385
epoch 52400  clean testing loss: 0.052532877773046494
epoch 52500  training loss: 0.06511418521404266

