
  0%|▎                                                                                 | 368/100000 [00:01<06:02, 274.50it/s]
 26%|█████████████████████                                                           | 26322/100000 [01:47<05:03, 242.87it/s]
epoch 25900  training loss: 0.10601963102817535
epoch 25900  clean testing loss: 0.041673365980386734
epoch 26000  training loss: 0.10595817863941193
epoch 26000  clean testing loss: 0.0416736863553524
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 26100  training loss: 0.10589510202407837
epoch 26100  clean testing loss: 0.0416477769613266
epoch 26200  training loss: 0.10583383589982986
epoch 26200  clean testing loss: 0.04169325530529022
epoch 26300  training loss: 0.10577194392681122

 27%|█████████████████████▍                                                          | 26832/100000 [01:49<04:57, 246.05it/s]
epoch 26400  training loss: 0.10571128129959106
epoch 26400  clean testing loss: 0.0416417121887207
epoch 26500  training loss: 0.10564998537302017
epoch 26500  clean testing loss: 0.041586488485336304
epoch 26600  training loss: 0.10558835417032242
epoch 26600  clean testing loss: 0.04158465936779976
epoch 26700  training loss: 0.1055271327495575
epoch 26700  clean testing loss: 0.04154457896947861
epoch 26800  training loss: 0.10546539723873138

 27%|█████████████████████▊                                                          | 27315/100000 [01:51<05:03, 239.46it/s]
epoch 26900  training loss: 0.10540205240249634
epoch 26900  clean testing loss: 0.04155416414141655
epoch 27000  training loss: 0.10533971339464188
epoch 27000  clean testing loss: 0.04153077304363251
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 27100  training loss: 0.10528956353664398
epoch 27100  clean testing loss: 0.041507139801979065
epoch 27200  training loss: 0.10523822158575058
epoch 27200  clean testing loss: 0.04150421917438507
epoch 27300  training loss: 0.10518672317266464

 28%|██████████████████████▏                                                         | 27800/100000 [01:53<04:52, 246.87it/s]
epoch 27400  training loss: 0.10513468086719513
epoch 27400  clean testing loss: 0.04148650914430618
epoch 27500  training loss: 0.10508204996585846
epoch 27500  clean testing loss: 0.041487548500299454
epoch 27600  training loss: 0.10502898693084717
epoch 27600  clean testing loss: 0.04147538170218468
epoch 27700  training loss: 0.1049760952591896

 28%|██████████████████████▌                                                         | 28279/100000 [01:55<04:47, 249.88it/s]
epoch 27800  training loss: 0.10492267459630966
epoch 27800  clean testing loss: 0.04144896939396858
epoch 27900  training loss: 0.10486980527639389
epoch 27900  clean testing loss: 0.04143659397959709
epoch 28000  training loss: 0.10481664538383484
epoch 28000  clean testing loss: 0.041470058262348175
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 28100  training loss: 0.10476277023553848
epoch 28100  clean testing loss: 0.04144511744379997
epoch 28200  training loss: 0.10471011698246002

 29%|███████████████████████                                                         | 28792/100000 [01:57<04:43, 250.83it/s]
epoch 28300  training loss: 0.1046580970287323
epoch 28300  clean testing loss: 0.041408199816942215
epoch 28400  training loss: 0.10460599511861801
epoch 28400  clean testing loss: 0.041446007788181305
epoch 28500  training loss: 0.10455291718244553
epoch 28500  clean testing loss: 0.04143217206001282
epoch 28600  training loss: 0.1044991984963417
epoch 28600  clean testing loss: 0.041413918137550354
epoch 28700  training loss: 0.10444657504558563

 29%|███████████████████████▍                                                        | 29273/100000 [01:59<04:47, 245.83it/s]
epoch 28800  training loss: 0.10439389199018478
epoch 28800  clean testing loss: 0.041411932557821274
epoch 28900  training loss: 0.10434143245220184
epoch 28900  clean testing loss: 0.0413665808737278
epoch 29000  training loss: 0.10428915172815323
epoch 29000  clean testing loss: 0.04133667051792145
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 29100  training loss: 0.10423729568719864
epoch 29100  clean testing loss: 0.04137896001338959
epoch 29200  training loss: 0.10418307781219482

 30%|███████████████████████▊                                                        | 29752/100000 [02:01<04:50, 241.54it/s]
epoch 29300  training loss: 0.1041303426027298
epoch 29300  clean testing loss: 0.041361916810274124
epoch 29400  training loss: 0.10407774895429611
epoch 29400  clean testing loss: 0.04134688898921013
epoch 29500  training loss: 0.1040242612361908
epoch 29500  clean testing loss: 0.04131466895341873
epoch 29600  training loss: 0.10397040098905563
epoch 29600  clean testing loss: 0.0413084551692009
epoch 29700  training loss: 0.10391794145107269

 30%|████████████████████████▏                                                       | 30183/100000 [02:03<04:45, 244.95it/s]
epoch 29800  training loss: 0.10386544466018677
epoch 29800  clean testing loss: 0.04130927845835686
epoch 29900  training loss: 0.10381292551755905
epoch 29900  clean testing loss: 0.041261982172727585
epoch 30000  training loss: 0.10376013815402985
epoch 30000  clean testing loss: 0.041265975683927536
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 30100  training loss: 0.10371813178062439
epoch 30100  clean testing loss: 0.04127441346645355
epoch 30200  training loss: 0.10367538034915924

 31%|████████████████████████▌                                                       | 30715/100000 [02:05<04:44, 243.48it/s]
epoch 30300  training loss: 0.10363228619098663
epoch 30300  clean testing loss: 0.04125550389289856
epoch 30400  training loss: 0.10358919203281403
epoch 30400  clean testing loss: 0.041263289749622345
epoch 30500  training loss: 0.10354550182819366
epoch 30500  clean testing loss: 0.041238103061914444
epoch 30600  training loss: 0.10350221395492554
epoch 30600  clean testing loss: 0.041211605072021484
epoch 30700  training loss: 0.1034577414393425

 31%|████████████████████████▊                                                       | 31092/100000 [02:07<04:47, 239.86it/s]
epoch 30800  training loss: 0.1034131571650505
epoch 30800  clean testing loss: 0.0412265881896019
epoch 30900  training loss: 0.10336887836456299
epoch 30900  clean testing loss: 0.04120032861828804
epoch 31000  training loss: 0.10332409292459488
epoch 31000  clean testing loss: 0.04119456931948662
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 31100  training loss: 0.10327590256929398

 32%|█████████████████████████▎                                                      | 31677/100000 [02:09<04:40, 243.49it/s]
epoch 31200  training loss: 0.10323142260313034
epoch 31200  clean testing loss: 0.041168466210365295
epoch 31300  training loss: 0.10318674892187119
epoch 31300  clean testing loss: 0.04112188145518303
epoch 31400  training loss: 0.10314284265041351
epoch 31400  clean testing loss: 0.04111499339342117
epoch 31500  training loss: 0.10309996455907822
epoch 31500  clean testing loss: 0.04109818488359451
epoch 31600  training loss: 0.10305597633123398

 32%|█████████████████████████▋                                                      | 32187/100000 [02:11<04:35, 246.01it/s]
epoch 31700  training loss: 0.10301268845796585
epoch 31700  clean testing loss: 0.04112067446112633
epoch 31800  training loss: 0.1029694601893425
epoch 31800  clean testing loss: 0.041109729558229446
epoch 31900  training loss: 0.10292680561542511
epoch 31900  clean testing loss: 0.04107368364930153
epoch 32000  training loss: 0.10288336127996445
epoch 32000  clean testing loss: 0.041091691702604294
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 32100  training loss: 0.10283954441547394

 33%|██████████████████████████▏                                                     | 32669/100000 [02:13<04:35, 244.33it/s]
epoch 32200  training loss: 0.10279560089111328
epoch 32200  clean testing loss: 0.041068997234106064
epoch 32300  training loss: 0.1027522012591362
epoch 32300  clean testing loss: 0.04108835756778717
epoch 32400  training loss: 0.10270891338586807
epoch 32400  clean testing loss: 0.041056860238313675
epoch 32500  training loss: 0.10266556590795517
epoch 32500  clean testing loss: 0.041051145642995834
epoch 32600  training loss: 0.10262259095907211

 33%|██████████████████████████▌                                                     | 33173/100000 [02:15<04:34, 243.59it/s]
epoch 32700  training loss: 0.10257890820503235
epoch 32700  clean testing loss: 0.04106006398797035
epoch 32800  training loss: 0.1025361493229866
epoch 32800  clean testing loss: 0.04104036092758179
epoch 32900  training loss: 0.1024930477142334
epoch 32900  clean testing loss: 0.041044604033231735
epoch 33000  training loss: 0.10244987905025482
epoch 33000  clean testing loss: 0.041017256677150726
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 33100  training loss: 0.10241518169641495

 34%|██████████████████████████▉                                                     | 33655/100000 [02:17<04:33, 242.54it/s]
epoch 33200  training loss: 0.10238045454025269
epoch 33200  clean testing loss: 0.041003115475177765
epoch 33300  training loss: 0.10234503448009491
epoch 33300  clean testing loss: 0.04101427271962166
epoch 33400  training loss: 0.10230930149555206
epoch 33400  clean testing loss: 0.041021928191185
epoch 33500  training loss: 0.10227346420288086
epoch 33500  clean testing loss: 0.04100216552615166
epoch 33600  training loss: 0.1022372841835022

 34%|███████████████████████████▎                                                    | 34137/100000 [02:19<04:29, 244.74it/s]
epoch 33700  training loss: 0.1022011786699295
epoch 33700  clean testing loss: 0.041013918817043304
epoch 33800  training loss: 0.10216446220874786
epoch 33800  clean testing loss: 0.04100528731942177
epoch 33900  training loss: 0.10212861746549606
epoch 33900  clean testing loss: 0.041015319526195526
epoch 34000  training loss: 0.10209297388792038
epoch 34000  clean testing loss: 0.04098215699195862
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 34100  training loss: 0.1020575761795044

 35%|███████████████████████████▋                                                    | 34620/100000 [02:21<04:28, 243.18it/s]
epoch 34200  training loss: 0.10202188789844513
epoch 34200  clean testing loss: 0.04100684076547623
epoch 34300  training loss: 0.1019868552684784
epoch 34300  clean testing loss: 0.04100310802459717
epoch 34400  training loss: 0.10195127129554749
epoch 34400  clean testing loss: 0.040989719331264496
epoch 34500  training loss: 0.10191624611616135
epoch 34500  clean testing loss: 0.04096214100718498
epoch 34600  training loss: 0.10188104957342148

 35%|████████████████████████████                                                    | 35099/100000 [02:23<04:35, 235.26it/s]
epoch 34700  training loss: 0.10184583067893982
epoch 34700  clean testing loss: 0.04094640165567398
epoch 34800  training loss: 0.10181066393852234
epoch 34800  clean testing loss: 0.04097406566143036
epoch 34900  training loss: 0.10177553445100784
epoch 34900  clean testing loss: 0.04097476229071617
epoch 35000  training loss: 0.10174082219600677
epoch 35000  clean testing loss: 0.04094572737812996

 36%|████████████████████████████▍                                                   | 35607/100000 [02:26<04:28, 240.20it/s]
epoch 35100  training loss: 0.10170552879571915
epoch 35100  clean testing loss: 0.04095807671546936
epoch 35200  training loss: 0.10167071968317032
epoch 35200  clean testing loss: 0.04095153883099556
epoch 35300  training loss: 0.10163596272468567
epoch 35300  clean testing loss: 0.04095715656876564
epoch 35400  training loss: 0.10160113126039505
epoch 35400  clean testing loss: 0.04096005856990814
epoch 35500  training loss: 0.10156678408384323

 36%|████████████████████████████▊                                                   | 36084/100000 [02:28<04:24, 241.67it/s]
epoch 35600  training loss: 0.10153154283761978
epoch 35600  clean testing loss: 0.0409371554851532
epoch 35700  training loss: 0.10149680823087692
epoch 35700  clean testing loss: 0.04093513265252113
epoch 35800  training loss: 0.1014619767665863
epoch 35800  clean testing loss: 0.040931910276412964
epoch 35900  training loss: 0.10142749547958374
epoch 35900  clean testing loss: 0.04091804102063179
epoch 36000  training loss: 0.10139304399490356
epoch 36000  clean testing loss: 0.040908459573984146

 36%|████████████████████████████▉                                                   | 36186/100000 [02:28<04:23, 242.13it/s]
epoch 36100  training loss: 0.10136488080024719
epoch 36100  clean testing loss: 0.04091176018118858
epoch 36200  training loss: 0.10133576393127441

 37%|█████████████████████████████▋                                                  | 37043/100000 [02:31<04:27, 235.30it/s]
epoch 36300  training loss: 0.10130631178617477
epoch 36300  clean testing loss: 0.04089886695146561
epoch 36400  training loss: 0.10127663612365723
epoch 36400  clean testing loss: 0.04088037833571434
epoch 36500  training loss: 0.10124573856592178
epoch 36500  clean testing loss: 0.04086209088563919
epoch 36600  training loss: 0.10121317207813263
epoch 36600  clean testing loss: 0.04083578661084175
epoch 36700  training loss: 0.10118329524993896
epoch 36700  clean testing loss: 0.04081346467137337
epoch 36800  training loss: 0.10115282237529755
epoch 36800  clean testing loss: 0.040822818875312805
epoch 36900  training loss: 0.10112278908491135
epoch 36900  clean testing loss: 0.040822211652994156
epoch 37000  training loss: 0.10109277814626694
epoch 37000  clean testing loss: 0.04083062335848808

 38%|██████████████████████████████                                                  | 37523/100000 [02:33<04:17, 242.87it/s]
epoch 37100  training loss: 0.10106296092271805
epoch 37100  clean testing loss: 0.04080146551132202
epoch 37200  training loss: 0.10103314369916916
epoch 37200  clean testing loss: 0.04082522168755531
epoch 37300  training loss: 0.10100336372852325
epoch 37300  clean testing loss: 0.04081380367279053
epoch 37400  training loss: 0.10097377002239227
epoch 37400  clean testing loss: 0.04080857336521149
epoch 37500  training loss: 0.10094435513019562

 38%|██████████████████████████████▍                                                 | 38030/100000 [02:36<04:19, 238.91it/s]
epoch 37600  training loss: 0.10091498494148254
epoch 37600  clean testing loss: 0.040814243257045746
epoch 37700  training loss: 0.10088586807250977
epoch 37700  clean testing loss: 0.040807344019412994
epoch 37800  training loss: 0.10085669904947281
epoch 37800  clean testing loss: 0.04079555720090866
epoch 37900  training loss: 0.10082773119211197

 38%|██████████████████████████████▊                                                 | 38490/100000 [02:37<04:12, 243.76it/s]
epoch 38000  training loss: 0.10079827159643173
epoch 38000  clean testing loss: 0.04079407453536987
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 38100  training loss: 0.10076882690191269
epoch 38100  clean testing loss: 0.04076388105750084
epoch 38200  training loss: 0.10073918104171753
epoch 38200  clean testing loss: 0.04078368842601776
epoch 38300  training loss: 0.10071004182100296
epoch 38300  clean testing loss: 0.040786001831293106
epoch 38400  training loss: 0.10068095475435257

 39%|███████████████████████████████▏                                                | 38996/100000 [02:40<04:14, 239.58it/s]
epoch 38500  training loss: 0.1006486713886261
epoch 38500  clean testing loss: 0.040778834372758865
epoch 38600  training loss: 0.10061265528202057
epoch 38600  clean testing loss: 0.04078465700149536
epoch 38700  training loss: 0.10058123618364334
epoch 38700  clean testing loss: 0.04075231775641441
epoch 38800  training loss: 0.10055079311132431
epoch 38800  clean testing loss: 0.04074946790933609
epoch 38900  training loss: 0.10052112489938736

 39%|███████████████████████████████▌                                                | 39396/100000 [02:41<04:10, 241.71it/s]
epoch 39000  training loss: 0.10049155354499817
epoch 39000  clean testing loss: 0.040757082402706146
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 39100  training loss: 0.10046744346618652
epoch 39100  clean testing loss: 0.04076293855905533
epoch 39200  training loss: 0.1004435271024704
epoch 39200  clean testing loss: 0.04076150804758072
epoch 39300  training loss: 0.10041928291320801
epoch 39300  clean testing loss: 0.04076261818408966
epoch 39400  training loss: 0.1003948226571083

 40%|███████████████████████████████▉                                                | 39950/100000 [02:44<04:33, 219.86it/s]
epoch 39500  training loss: 0.1003699079155922
epoch 39500  clean testing loss: 0.04074825346469879
epoch 39600  training loss: 0.10034497827291489
epoch 39600  clean testing loss: 0.040757425129413605
epoch 39700  training loss: 0.10031989216804504
epoch 39700  clean testing loss: 0.04073675721883774
epoch 39800  training loss: 0.10029471665620804
epoch 39800  clean testing loss: 0.040761563926935196
epoch 39900  training loss: 0.10026911646127701

 40%|████████████████████████████████▎                                               | 40423/100000 [02:46<04:05, 242.35it/s]
epoch 40000  training loss: 0.10024405270814896
epoch 40000  clean testing loss: 0.04072711989283562
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 40100  training loss: 0.10021898150444031
epoch 40100  clean testing loss: 0.04074889421463013
epoch 40200  training loss: 0.10019424557685852
epoch 40200  clean testing loss: 0.040754206478595734
epoch 40300  training loss: 0.10016921907663345
epoch 40300  clean testing loss: 0.04073529690504074
epoch 40400  training loss: 0.10014436393976212

 41%|████████████████████████████████▋                                               | 40926/100000 [02:48<04:04, 241.19it/s]
epoch 40500  training loss: 0.10011938959360123
epoch 40500  clean testing loss: 0.040747761726379395
epoch 40600  training loss: 0.10009472072124481
epoch 40600  clean testing loss: 0.0407203771173954
epoch 40700  training loss: 0.10006808489561081
epoch 40700  clean testing loss: 0.040714822709560394
epoch 40800  training loss: 0.10004300624132156

 41%|█████████████████████████████████▏                                              | 41407/100000 [02:50<04:00, 243.41it/s]
epoch 40900  training loss: 0.10001827776432037
epoch 40900  clean testing loss: 0.04071328788995743
epoch 41000  training loss: 0.0999937579035759
epoch 41000  clean testing loss: 0.04071199148893356
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 41100  training loss: 0.09996917843818665
epoch 41100  clean testing loss: 0.04070473834872246
epoch 41200  training loss: 0.09994475543498993
epoch 41200  clean testing loss: 0.040693651884794235
epoch 41300  training loss: 0.09992051869630814

 42%|█████████████████████████████████▌                                              | 41887/100000 [02:52<04:06, 235.50it/s]
epoch 41400  training loss: 0.0998959094285965
epoch 41400  clean testing loss: 0.040694430470466614
epoch 41500  training loss: 0.09987100958824158
epoch 41500  clean testing loss: 0.04068233072757721
epoch 41600  training loss: 0.09984656423330307
epoch 41600  clean testing loss: 0.04067499563097954
epoch 41700  training loss: 0.09982219338417053
epoch 41700  clean testing loss: 0.0407068133354187
epoch 41800  training loss: 0.09979774802923203

 42%|█████████████████████████████████▉                                              | 42370/100000 [02:54<03:59, 240.95it/s]
epoch 41900  training loss: 0.09977353364229202
epoch 41900  clean testing loss: 0.04069189727306366
epoch 42000  training loss: 0.09974933415651321
epoch 42000  clean testing loss: 0.040670424699783325
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 42100  training loss: 0.09972973167896271
epoch 42100  clean testing loss: 0.04068095609545708
epoch 42200  training loss: 0.09971005469560623
epoch 42200  clean testing loss: 0.04067246988415718
epoch 42300  training loss: 0.09969031065702438

 43%|██████████████████████████████████▎                                             | 42850/100000 [02:56<03:55, 242.44it/s]
epoch 42400  training loss: 0.09967023879289627
epoch 42400  clean testing loss: 0.04068152606487274
epoch 42500  training loss: 0.09965028613805771
epoch 42500  clean testing loss: 0.040677640587091446
epoch 42600  training loss: 0.0996297150850296
epoch 42600  clean testing loss: 0.04066624492406845
epoch 42700  training loss: 0.09960851073265076
epoch 42700  clean testing loss: 0.04068636894226074
epoch 42800  training loss: 0.09958790987730026

 43%|██████████████████████████████████▋                                             | 43323/100000 [02:58<03:57, 238.71it/s]
epoch 42900  training loss: 0.09956758469343185
epoch 42900  clean testing loss: 0.04066280648112297
epoch 43000  training loss: 0.09954731911420822
epoch 43000  clean testing loss: 0.040671057999134064
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 43100  training loss: 0.09952709078788757
epoch 43100  clean testing loss: 0.04066362604498863
epoch 43200  training loss: 0.09950694441795349

 44%|██████████████████████████████████▉                                             | 43725/100000 [03:00<04:57, 189.18it/s]
epoch 43300  training loss: 0.09948677569627762
epoch 43300  clean testing loss: 0.0406646654009819
epoch 43400  training loss: 0.09946675598621368
epoch 43400  clean testing loss: 0.04067553952336311
epoch 43500  training loss: 0.09944657236337662
epoch 43500  clean testing loss: 0.04065573215484619
epoch 43600  training loss: 0.09942327439785004

 44%|███████████████████████████████████▎                                            | 44116/100000 [03:02<04:43, 197.38it/s]
epoch 43700  training loss: 0.09939693659543991
epoch 43700  clean testing loss: 0.04064767807722092
epoch 43800  training loss: 0.09937141090631485
epoch 43800  clean testing loss: 0.04063749685883522
epoch 43900  training loss: 0.09934782236814499
epoch 43900  clean testing loss: 0.04064783826470375
epoch 44000  training loss: 0.09932518750429153
epoch 44000  clean testing loss: 0.04066256061196327

 45%|███████████████████████████████████▌                                            | 44505/100000 [03:04<04:50, 191.28it/s]
epoch 44100  training loss: 0.09930303692817688
epoch 44100  clean testing loss: 0.04065801575779915
epoch 44200  training loss: 0.09928154945373535
epoch 44200  clean testing loss: 0.040647584944963455
epoch 44300  training loss: 0.09926067292690277
epoch 44300  clean testing loss: 0.0406528115272522
epoch 44400  training loss: 0.09924003481864929

 45%|███████████████████████████████████▉                                            | 44876/100000 [03:06<04:40, 196.78it/s]
epoch 44500  training loss: 0.09921948611736298
epoch 44500  clean testing loss: 0.040652934461832047
epoch 44600  training loss: 0.0991988554596901
epoch 44600  clean testing loss: 0.040645532310009
epoch 44700  training loss: 0.09917838871479034
epoch 44700  clean testing loss: 0.04063734784722328
epoch 44800  training loss: 0.09915802627801895

 45%|████████████████████████████████████▏                                           | 45266/100000 [03:08<04:44, 192.60it/s]
epoch 44900  training loss: 0.09913736581802368
epoch 44900  clean testing loss: 0.04064285382628441
epoch 45000  training loss: 0.09911699593067169
epoch 45000  clean testing loss: 0.040642719715833664
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 45100  training loss: 0.09910044819116592
epoch 45100  clean testing loss: 0.04063860699534416
epoch 45200  training loss: 0.0990837961435318

 46%|████████████████████████████████████▌                                           | 45653/100000 [03:10<04:35, 196.96it/s]
epoch 45300  training loss: 0.09906680136919022
epoch 45300  clean testing loss: 0.04062431678175926
epoch 45400  training loss: 0.0990496575832367
epoch 45400  clean testing loss: 0.04063963145017624
epoch 45500  training loss: 0.0990324467420578
epoch 45500  clean testing loss: 0.04063359647989273
epoch 45600  training loss: 0.09901516139507294

 46%|████████████████████████████████████▊                                           | 46042/100000 [03:12<04:38, 193.92it/s]
epoch 45700  training loss: 0.09899760037660599
epoch 45700  clean testing loss: 0.04063132032752037
epoch 45800  training loss: 0.09897882491350174
epoch 45800  clean testing loss: 0.040628064423799515
epoch 45900  training loss: 0.09896112233400345
epoch 45900  clean testing loss: 0.040623195469379425
epoch 46000  training loss: 0.09894339740276337
epoch 46000  clean testing loss: 0.04061506688594818

 46%|█████████████████████████████████████▏                                          | 46431/100000 [03:14<04:34, 195.14it/s]
epoch 46100  training loss: 0.09892570972442627
epoch 46100  clean testing loss: 0.0406070277094841
epoch 46200  training loss: 0.09890784323215485
epoch 46200  clean testing loss: 0.040604736655950546
epoch 46300  training loss: 0.09889000654220581

 47%|█████████████████████████████████████▍                                          | 46820/100000 [03:16<04:38, 190.67it/s]
epoch 46400  training loss: 0.0988723635673523
epoch 46400  clean testing loss: 0.04061489552259445
epoch 46500  training loss: 0.09885477274656296
epoch 46500  clean testing loss: 0.04061882197856903
epoch 46600  training loss: 0.09883730113506317
epoch 46600  clean testing loss: 0.04061516746878624
epoch 46700  training loss: 0.09882006049156189

 47%|█████████████████████████████████████▊                                          | 47210/100000 [03:18<04:26, 197.92it/s]
epoch 46800  training loss: 0.09880254417657852
epoch 46800  clean testing loss: 0.040620557963848114
epoch 46900  training loss: 0.09878526628017426
epoch 46900  clean testing loss: 0.040615204721689224
epoch 47000  training loss: 0.09876792132854462
epoch 47000  clean testing loss: 0.0406186543405056
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 47100  training loss: 0.09875062853097916

 48%|██████████████████████████████████████                                          | 47574/100000 [03:20<04:37, 188.91it/s]
epoch 47200  training loss: 0.09873329102993011
epoch 47200  clean testing loss: 0.040610745549201965
epoch 47300  training loss: 0.09871585667133331
epoch 47300  clean testing loss: 0.0406155027449131
epoch 47400  training loss: 0.09869825094938278
epoch 47400  clean testing loss: 0.040620844811201096
epoch 47500  training loss: 0.0986805185675621

 48%|██████████████████████████████████████▎                                         | 47962/100000 [03:22<04:26, 194.91it/s]
epoch 47600  training loss: 0.0986628457903862
epoch 47600  clean testing loss: 0.04062003269791603
epoch 47700  training loss: 0.09864206612110138
epoch 47700  clean testing loss: 0.04059925302863121
epoch 47800  training loss: 0.09861987829208374
epoch 47800  clean testing loss: 0.0405895859003067
epoch 47900  training loss: 0.0985981822013855

 48%|██████████████████████████████████████▋                                         | 48286/100000 [03:23<04:35, 187.38it/s]
epoch 48000  training loss: 0.09857773035764694
epoch 48000  clean testing loss: 0.04057563841342926
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 48100  training loss: 0.09856248646974564
epoch 48100  clean testing loss: 0.040575262159109116
epoch 48200  training loss: 0.09854761511087418
epoch 48200  clean testing loss: 0.040576767176389694
epoch 48300  training loss: 0.09853290021419525

 49%|██████████████████████████████████████▉                                         | 48728/100000 [03:26<04:32, 188.14it/s]
epoch 48400  training loss: 0.0985182374715805
epoch 48400  clean testing loss: 0.04057005047798157
epoch 48500  training loss: 0.09850357472896576
epoch 48500  clean testing loss: 0.04056457057595253
epoch 48600  training loss: 0.0984889417886734

 49%|███████████████████████████████████████▎                                        | 49119/100000 [03:28<04:24, 192.24it/s]
epoch 48700  training loss: 0.09847372025251389
epoch 48700  clean testing loss: 0.040560949593782425
epoch 48800  training loss: 0.09845361858606339
epoch 48800  clean testing loss: 0.04055223986506462
epoch 48900  training loss: 0.09843432903289795
epoch 48900  clean testing loss: 0.04054252803325653
epoch 49000  training loss: 0.09841640293598175
epoch 49000  clean testing loss: 0.04052095115184784

 50%|███████████████████████████████████████▌                                        | 49505/100000 [03:30<04:29, 187.69it/s]
epoch 49100  training loss: 0.09840042889118195
epoch 49100  clean testing loss: 0.04050531983375549
epoch 49200  training loss: 0.09838492423295975
epoch 49200  clean testing loss: 0.04049351438879967
epoch 49300  training loss: 0.09836950898170471
epoch 49300  clean testing loss: 0.04048074036836624
epoch 49400  training loss: 0.09835438430309296

 50%|███████████████████████████████████████▉                                        | 49893/100000 [03:32<04:19, 192.77it/s]
epoch 49500  training loss: 0.09833959490060806
epoch 49500  clean testing loss: 0.04046865925192833
epoch 49600  training loss: 0.09832501411437988
epoch 49600  clean testing loss: 0.04047039896249771
epoch 49700  training loss: 0.09831029176712036
epoch 49700  clean testing loss: 0.04045867174863815
epoch 49800  training loss: 0.09829583019018173

 50%|████████████████████████████████████████▏                                       | 50178/100000 [03:33<04:21, 190.40it/s]
epoch 49900  training loss: 0.09828098118305206
epoch 49900  clean testing loss: 0.040444232523441315
epoch 50000  training loss: 0.09826639294624329
epoch 50000  clean testing loss: 0.04045775532722473
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 50100  training loss: 0.09825189411640167
epoch 50100  clean testing loss: 0.04044359549880028
epoch 50200  training loss: 0.09823762625455856

 51%|████████████████████████████████████████▍                                       | 50569/100000 [03:35<04:15, 193.52it/s]
epoch 50300  training loss: 0.09822343289852142
epoch 50300  clean testing loss: 0.04043984413146973
epoch 50400  training loss: 0.09820905327796936
epoch 50400  clean testing loss: 0.04043813794851303
epoch 50500  training loss: 0.0981949046254158
epoch 50500  clean testing loss: 0.0404326468706131
epoch 50600  training loss: 0.09818082302808762

 51%|████████████████████████████████████████▊                                       | 50953/100000 [03:37<04:21, 187.53it/s]
epoch 50700  training loss: 0.09816678613424301
epoch 50700  clean testing loss: 0.04044210910797119
epoch 50800  training loss: 0.09815266728401184
epoch 50800  clean testing loss: 0.040433481335639954
epoch 50900  training loss: 0.09813868999481201
epoch 50900  clean testing loss: 0.040428489446640015
epoch 51000  training loss: 0.09812469780445099

 51%|█████████████████████████████████████████                                       | 51321/100000 [03:39<04:17, 188.97it/s]
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 51100  training loss: 0.09811341762542725
epoch 51100  clean testing loss: 0.0404275543987751
epoch 51200  training loss: 0.09810222685337067
epoch 51200  clean testing loss: 0.04043090343475342
