
  0%|▎                                                                                 | 319/100000 [00:01<06:33, 253.07it/s]
epoch 25300  training loss: 0.041706353425979614

 26%|████████████████████▌                                                           | 25729/100000 [02:19<06:51, 180.53it/s]
epoch 25400  training loss: 0.041234880685806274
epoch 25400  clean testing loss: 0.058841198682785034
epoch 25500  training loss: 0.04486032947897911
epoch 25500  clean testing loss: 0.05918991193175316
epoch 25600  training loss: 0.04109597206115723
epoch 25600  clean testing loss: 0.059010256081819534
epoch 25700  training loss: 0.04120578616857529

 26%|████████████████████▊                                                           | 26088/100000 [02:21<06:52, 179.11it/s]
epoch 25800  training loss: 0.043886687606573105
epoch 25800  clean testing loss: 0.06510117650032043
epoch 25900  training loss: 0.04347116872668266
epoch 25900  clean testing loss: 0.059849683195352554
epoch 26000  training loss: 0.041512712836265564
epoch 26000  clean testing loss: 0.06077006831765175

 26%|█████████████████████▏                                                          | 26439/100000 [02:23<07:01, 174.32it/s]
epoch 26100  training loss: 0.040700748562812805
epoch 26100  clean testing loss: 0.05938958376646042
epoch 26200  training loss: 0.04074661433696747
epoch 26200  clean testing loss: 0.059105034917593
epoch 26300  training loss: 0.04049751162528992
epoch 26300  clean testing loss: 0.05960056185722351
epoch 26400  training loss: 0.04044868052005768

 27%|█████████████████████▍                                                          | 26793/100000 [02:25<06:52, 177.37it/s]
epoch 26500  training loss: 0.04074392467737198
epoch 26500  clean testing loss: 0.05987117066979408
epoch 26600  training loss: 0.04046332836151123
epoch 26600  clean testing loss: 0.059825073927640915
epoch 26700  training loss: 0.04092533886432648
epoch 26700  clean testing loss: 0.05988585576415062
epoch 26800  training loss: 0.04176609218120575

 27%|█████████████████████▋                                                          | 27147/100000 [02:27<06:47, 178.96it/s]
epoch 26900  training loss: 0.04125375300645828
epoch 26900  clean testing loss: 0.059855081140995026
epoch 27000  training loss: 0.040002062916755676
epoch 27000  clean testing loss: 0.06038745492696762
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 27100  training loss: 0.039805974811315536

 28%|██████████████████████                                                          | 27567/100000 [02:30<05:45, 209.51it/s]
epoch 27200  training loss: 0.0400439016520977
epoch 27200  clean testing loss: 0.06036427989602089
epoch 27300  training loss: 0.03964868560433388
epoch 27300  clean testing loss: 0.06048223003745079
epoch 27400  training loss: 0.03955293819308281
epoch 27400  clean testing loss: 0.060354046523571014
epoch 27500  training loss: 0.04075222834944725

 28%|██████████████████████▍                                                         | 27978/100000 [02:32<05:55, 202.80it/s]
epoch 27600  training loss: 0.0395408570766449
epoch 27600  clean testing loss: 0.06058625504374504
epoch 27700  training loss: 0.03942231833934784
epoch 27700  clean testing loss: 0.06060322746634483
epoch 27800  training loss: 0.03971800580620766
epoch 27800  clean testing loss: 0.061232417821884155
epoch 27900  training loss: 0.03920239582657814

 28%|██████████████████████▋                                                         | 28391/100000 [02:34<05:48, 205.50it/s]
epoch 28000  training loss: 0.03927743062376976
epoch 28000  clean testing loss: 0.06080878525972366
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 28100  training loss: 0.04196725785732269
epoch 28100  clean testing loss: 0.06253845989704132
epoch 28200  training loss: 0.03979465365409851
epoch 28200  clean testing loss: 0.06278644502162933
epoch 28300  training loss: 0.038924217224121094

 29%|███████████████████████                                                         | 28805/100000 [02:36<05:44, 206.37it/s]
epoch 28400  training loss: 0.038709454238414764
epoch 28400  clean testing loss: 0.0611257366836071
epoch 28500  training loss: 0.039225902408361435
epoch 28500  clean testing loss: 0.06265487521886826
epoch 28600  training loss: 0.038887932896614075
epoch 28600  clean testing loss: 0.06194440647959709
epoch 28700  training loss: 0.03852442279458046

 29%|███████████████████████▎                                                        | 29217/100000 [02:38<05:40, 207.59it/s]
epoch 28800  training loss: 0.0389421321451664
epoch 28800  clean testing loss: 0.06179707124829292
epoch 28900  training loss: 0.04094618558883667
epoch 28900  clean testing loss: 0.06276436895132065
epoch 29000  training loss: 0.038809437304735184
epoch 29000  clean testing loss: 0.061603009700775146
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 29100  training loss: 0.038322433829307556
epoch 29100  clean testing loss: 0.06169668957591057
epoch 29200  training loss: 0.03806314989924431

 30%|███████████████████████▋                                                        | 29630/100000 [02:40<05:35, 209.68it/s]
epoch 29300  training loss: 0.03794616833329201
epoch 29300  clean testing loss: 0.062274493277072906
epoch 29400  training loss: 0.037784356623888016
epoch 29400  clean testing loss: 0.062015268951654434
epoch 29500  training loss: 0.038000233471393585
epoch 29500  clean testing loss: 0.06315713375806808
epoch 29600  training loss: 0.03801342844963074

 30%|████████████████████████                                                        | 30041/100000 [02:42<05:47, 201.17it/s]
epoch 29700  training loss: 0.037473712116479874
epoch 29700  clean testing loss: 0.06249026954174042
epoch 29800  training loss: 0.037719957530498505
epoch 29800  clean testing loss: 0.062996044754982
epoch 29900  training loss: 0.03850619122385979
epoch 29900  clean testing loss: 0.06223506107926369
epoch 30000  training loss: 0.03734004497528076
epoch 30000  clean testing loss: 0.06270002573728561

 30%|████████████████████████▎                                                       | 30454/100000 [02:44<05:38, 205.33it/s]
epoch 30100  training loss: 0.0370907187461853
epoch 30100  clean testing loss: 0.06298656016588211
epoch 30200  training loss: 0.0370120070874691
epoch 30200  clean testing loss: 0.06269564479589462
epoch 30300  training loss: 0.0371314138174057
epoch 30300  clean testing loss: 0.06269877403974533
epoch 30400  training loss: 0.03685671463608742

 31%|████████████████████████▋                                                       | 30867/100000 [02:46<05:34, 206.90it/s]
epoch 30500  training loss: 0.03683068975806236
epoch 30500  clean testing loss: 0.06361743062734604
epoch 30600  training loss: 0.03665977716445923
epoch 30600  clean testing loss: 0.06298001110553741
epoch 30700  training loss: 0.03657755255699158
epoch 30700  clean testing loss: 0.06298983842134476
epoch 30800  training loss: 0.03741929680109024

 31%|█████████████████████████                                                       | 31279/100000 [02:48<05:29, 208.35it/s]
epoch 30900  training loss: 0.03641996160149574
epoch 30900  clean testing loss: 0.0635429099202156
epoch 31000  training loss: 0.03638502210378647
epoch 31000  clean testing loss: 0.06431549042463303
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 31100  training loss: 0.036455366760492325
epoch 31100  clean testing loss: 0.06503758579492569
epoch 31200  training loss: 0.03614016994833946

 32%|█████████████████████████▎                                                      | 31693/100000 [02:50<05:25, 209.69it/s]
epoch 31300  training loss: 0.0366196408867836
epoch 31300  clean testing loss: 0.06572068482637405
epoch 31400  training loss: 0.036042843014001846
epoch 31400  clean testing loss: 0.0643458217382431
epoch 31500  training loss: 0.035993095487356186
epoch 31500  clean testing loss: 0.06384359300136566
epoch 31600  training loss: 0.038281626999378204

 32%|█████████████████████████▋                                                      | 32103/100000 [02:52<05:35, 202.36it/s]
epoch 31700  training loss: 0.03680827096104622
epoch 31700  clean testing loss: 0.06429306417703629
epoch 31800  training loss: 0.03580671548843384
epoch 31800  clean testing loss: 0.06450840830802917
epoch 31900  training loss: 0.035843245685100555
epoch 31900  clean testing loss: 0.06449536979198456
epoch 32000  training loss: 0.035331983119249344
epoch 32000  clean testing loss: 0.06485763192176819

 33%|██████████████████████████                                                      | 32517/100000 [02:54<05:28, 205.42it/s]
epoch 32100  training loss: 0.035926204174757004
epoch 32100  clean testing loss: 0.06581587344408035
epoch 32200  training loss: 0.03563926741480827
epoch 32200  clean testing loss: 0.06516604870557785
epoch 32300  training loss: 0.035307250916957855
epoch 32300  clean testing loss: 0.06520461291074753
epoch 32400  training loss: 0.03534470498561859
epoch 32400  clean testing loss: 0.06536322832107544
epoch 32500  training loss: 0.03541027382016182

 33%|██████████████████████████▎                                                     | 32930/100000 [02:56<05:23, 207.03it/s]
epoch 32600  training loss: 0.03616354987025261
epoch 32600  clean testing loss: 0.0656156986951828
epoch 32700  training loss: 0.034778837114572525
epoch 32700  clean testing loss: 0.06547053903341293
epoch 32800  training loss: 0.03469565883278847
epoch 32800  clean testing loss: 0.06549795717000961
epoch 32900  training loss: 0.035897258669137955

 33%|██████████████████████████▋                                                     | 33342/100000 [02:58<05:19, 208.44it/s]
epoch 33000  training loss: 0.03451567888259888
epoch 33000  clean testing loss: 0.06583517789840698
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 33100  training loss: 0.034376222640275955
epoch 33100  clean testing loss: 0.06592592597007751
epoch 33200  training loss: 0.03451461344957352
epoch 33200  clean testing loss: 0.06608787924051285
epoch 33300  training loss: 0.03426402434706688

 34%|███████████████████████████                                                     | 33757/100000 [03:00<05:15, 209.82it/s]
epoch 33400  training loss: 0.034262292087078094
epoch 33400  clean testing loss: 0.0662560760974884
epoch 33500  training loss: 0.03459462150931358
epoch 33500  clean testing loss: 0.06649383902549744
epoch 33600  training loss: 0.03414753079414368
epoch 33600  clean testing loss: 0.06632845848798752
epoch 33700  training loss: 0.034019581973552704

 34%|███████████████████████████▎                                                    | 34170/100000 [03:02<05:24, 202.61it/s]
epoch 33800  training loss: 0.033958353102207184
epoch 33800  clean testing loss: 0.06688003987073898
epoch 33900  training loss: 0.03398822993040085
epoch 33900  clean testing loss: 0.06677310168743134
epoch 34000  training loss: 0.03474447876214981
epoch 34000  clean testing loss: 0.06719065457582474
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 34100  training loss: 0.034638047218322754

 35%|███████████████████████████▋                                                    | 34585/100000 [03:04<05:19, 204.98it/s]
epoch 34200  training loss: 0.033968474715948105
epoch 34200  clean testing loss: 0.06713277101516724
epoch 34300  training loss: 0.035234905779361725
epoch 34300  clean testing loss: 0.06760893762111664
epoch 34400  training loss: 0.034288130700588226
epoch 34400  clean testing loss: 0.06744537502527237
epoch 34500  training loss: 0.03348575904965401

 35%|███████████████████████████▉                                                    | 34999/100000 [03:06<05:15, 206.08it/s]
epoch 34600  training loss: 0.03388139605522156
epoch 34600  clean testing loss: 0.06766395270824432
epoch 34700  training loss: 0.0336468368768692
epoch 34700  clean testing loss: 0.0682172030210495
epoch 34800  training loss: 0.03372129052877426
epoch 34800  clean testing loss: 0.06783522665500641
epoch 34900  training loss: 0.033232416957616806

 35%|████████████████████████████▎                                                   | 35413/100000 [03:08<05:08, 209.18it/s]
epoch 35000  training loss: 0.033150892704725266
epoch 35000  clean testing loss: 0.06764241307973862
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 35100  training loss: 0.033206503838300705
epoch 35100  clean testing loss: 0.06801921874284744
epoch 35200  training loss: 0.033665720373392105
epoch 35200  clean testing loss: 0.07004585862159729
epoch 35300  training loss: 0.032909464091062546
epoch 35300  clean testing loss: 0.06855946034193039
epoch 35400  training loss: 0.03286600857973099

 36%|████████████████████████████▋                                                   | 35849/100000 [03:10<04:59, 214.08it/s]
epoch 35500  training loss: 0.03290170431137085
epoch 35500  clean testing loss: 0.06845951825380325
epoch 35600  training loss: 0.03278423473238945
epoch 35600  clean testing loss: 0.06891205161809921
epoch 35700  training loss: 0.032994192093610764
epoch 35700  clean testing loss: 0.06908132135868073
epoch 35800  training loss: 0.03292689844965935

 36%|█████████████████████████████                                                   | 36264/100000 [03:12<05:08, 206.35it/s]
epoch 35900  training loss: 0.032929178327322006
epoch 35900  clean testing loss: 0.06866654008626938
epoch 36000  training loss: 0.03274044394493103
epoch 36000  clean testing loss: 0.06910663098096848
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 36100  training loss: 0.03247569501399994
epoch 36100  clean testing loss: 0.06863417476415634
epoch 36200  training loss: 0.03246335685253143

 37%|█████████████████████████████▎                                                  | 36677/100000 [03:14<05:04, 208.13it/s]
epoch 36300  training loss: 0.032394591718912125
epoch 36300  clean testing loss: 0.06877479702234268
epoch 36400  training loss: 0.032297227531671524
epoch 36400  clean testing loss: 0.0690784603357315
epoch 36500  training loss: 0.032253555953502655
epoch 36500  clean testing loss: 0.06963550299406052
epoch 36600  training loss: 0.032522592693567276

 37%|█████████████████████████████▋                                                  | 37090/100000 [03:16<05:02, 207.98it/s]
epoch 36700  training loss: 0.03219706192612648
epoch 36700  clean testing loss: 0.0699659138917923
epoch 36800  training loss: 0.03206552565097809
epoch 36800  clean testing loss: 0.06969156116247177
epoch 36900  training loss: 0.032389603555202484
epoch 36900  clean testing loss: 0.07073433697223663
epoch 37000  training loss: 0.03199438750743866
epoch 37000  clean testing loss: 0.06963621079921722

 38%|██████████████████████████████                                                  | 37502/100000 [03:18<05:04, 205.05it/s]
epoch 37100  training loss: 0.03230153024196625
epoch 37100  clean testing loss: 0.06976956874132156
epoch 37200  training loss: 0.032241158187389374
epoch 37200  clean testing loss: 0.06975220143795013
epoch 37300  training loss: 0.03186728432774544
epoch 37300  clean testing loss: 0.07040990889072418
epoch 37400  training loss: 0.03182774782180786

 38%|██████████████████████████████▎                                                 | 37915/100000 [03:20<05:04, 203.70it/s]
epoch 37500  training loss: 0.031814686954021454
epoch 37500  clean testing loss: 0.070452019572258
epoch 37600  training loss: 0.03182920813560486
epoch 37600  clean testing loss: 0.07067029923200607
epoch 37700  training loss: 0.031634990125894547
epoch 37700  clean testing loss: 0.0705493912100792
epoch 37800  training loss: 0.03153932839632034

 38%|██████████████████████████████▋                                                 | 38328/100000 [03:22<04:59, 205.84it/s]
epoch 37900  training loss: 0.031511638313531876
epoch 37900  clean testing loss: 0.07027978450059891
epoch 38000  training loss: 0.03143564611673355
epoch 38000  clean testing loss: 0.07069501280784607
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 38100  training loss: 0.03178153559565544
epoch 38100  clean testing loss: 0.07064642757177353
epoch 38200  training loss: 0.03203178569674492
epoch 38200  clean testing loss: 0.07104369252920151
epoch 38300  training loss: 0.03132406994700432

 39%|██████████████████████████████▉                                                 | 38741/100000 [03:24<04:53, 208.52it/s]
epoch 38400  training loss: 0.03125891461968422
epoch 38400  clean testing loss: 0.07121007889509201
epoch 38500  training loss: 0.0314524881541729
epoch 38500  clean testing loss: 0.07170947641134262
epoch 38600  training loss: 0.031157979741692543
epoch 38600  clean testing loss: 0.07153265178203583
epoch 38700  training loss: 0.031175393611192703

 39%|███████████████████████████████▎                                                | 39154/100000 [03:26<04:51, 208.62it/s]
epoch 38800  training loss: 0.03131876140832901
epoch 38800  clean testing loss: 0.07159972190856934
epoch 38900  training loss: 0.031073259189724922
epoch 38900  clean testing loss: 0.0711393877863884
epoch 39000  training loss: 0.03098408319056034
epoch 39000  clean testing loss: 0.0716780349612236
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 39100  training loss: 0.030896000564098358

 40%|███████████████████████████████▋                                                | 39565/100000 [03:28<04:57, 202.89it/s]
epoch 39200  training loss: 0.030872412025928497
epoch 39200  clean testing loss: 0.07179673761129379
epoch 39300  training loss: 0.030845168977975845
epoch 39300  clean testing loss: 0.07199349999427795
epoch 39400  training loss: 0.030781066045165062
epoch 39400  clean testing loss: 0.07223644107580185
epoch 39500  training loss: 0.03081631101667881

 40%|███████████████████████████████▉                                                | 39978/100000 [03:30<04:54, 203.98it/s]
epoch 39600  training loss: 0.03096415475010872
epoch 39600  clean testing loss: 0.07272558659315109
epoch 39700  training loss: 0.030789509415626526
epoch 39700  clean testing loss: 0.07280146330595016
epoch 39800  training loss: 0.030766233801841736
epoch 39800  clean testing loss: 0.07218614220619202
epoch 39900  training loss: 0.03065640851855278

 40%|████████████████████████████████▎                                               | 40392/100000 [03:32<04:50, 205.54it/s]
epoch 40000  training loss: 0.030550969764590263
epoch 40000  clean testing loss: 0.0721319392323494
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 40100  training loss: 0.03058793395757675
epoch 40100  clean testing loss: 0.07289297878742218
epoch 40200  training loss: 0.030630065128207207
epoch 40200  clean testing loss: 0.07308531552553177
epoch 40300  training loss: 0.030355095863342285

 41%|████████████████████████████████▋                                               | 40805/100000 [03:34<04:44, 208.40it/s]
epoch 40400  training loss: 0.030447760596871376
epoch 40400  clean testing loss: 0.07277148216962814
epoch 40500  training loss: 0.030378075316548347
epoch 40500  clean testing loss: 0.0726822093129158
epoch 40600  training loss: 0.03031105175614357
epoch 40600  clean testing loss: 0.0729595199227333
epoch 40700  training loss: 0.030677029862999916

 41%|████████████████████████████████▉                                               | 41218/100000 [03:36<04:41, 208.50it/s]
epoch 40800  training loss: 0.030262088403105736
epoch 40800  clean testing loss: 0.07284073531627655
epoch 40900  training loss: 0.03023211844265461
epoch 40900  clean testing loss: 0.073157899081707
epoch 41000  training loss: 0.030354950577020645
epoch 41000  clean testing loss: 0.07361319661140442
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 41100  training loss: 0.030110586434602737

 42%|█████████████████████████████████▏                                              | 41520/100000 [03:37<04:49, 201.68it/s]
epoch 41200  training loss: 0.03010241873562336
epoch 41200  clean testing loss: 0.07309035211801529
epoch 41300  training loss: 0.02998499944806099
epoch 41300  clean testing loss: 0.07341690361499786
epoch 41400  training loss: 0.030234580859541893
epoch 41400  clean testing loss: 0.07372549176216125
epoch 41500  training loss: 0.030065443366765976

 42%|█████████████████████████████████▌                                              | 41933/100000 [03:39<04:43, 204.51it/s]
epoch 41600  training loss: 0.029852695763111115
epoch 41600  clean testing loss: 0.0735359862446785
epoch 41700  training loss: 0.02982211485505104
epoch 41700  clean testing loss: 0.07394909113645554
epoch 41800  training loss: 0.029816487804055214
epoch 41800  clean testing loss: 0.07348375022411346
epoch 41900  training loss: 0.02997257001698017
epoch 41900  clean testing loss: 0.07441199570894241
epoch 42000  training loss: 0.02989097312092781
epoch 42000  clean testing loss: 0.07356680929660797

 42%|█████████████████████████████████▉                                              | 42345/100000 [03:41<04:39, 206.06it/s]
epoch 42100  training loss: 0.029669025912880898
epoch 42100  clean testing loss: 0.07401864230632782
epoch 42200  training loss: 0.029629504308104515
epoch 42200  clean testing loss: 0.07391166687011719
epoch 42300  training loss: 0.029649797827005386
epoch 42300  clean testing loss: 0.07423343509435654
epoch 42400  training loss: 0.029648475348949432

 43%|██████████████████████████████████▏                                             | 42758/100000 [03:43<04:36, 207.28it/s]
epoch 42500  training loss: 0.029631424695253372
epoch 42500  clean testing loss: 0.07442174106836319
epoch 42600  training loss: 0.02951633930206299
epoch 42600  clean testing loss: 0.07430154085159302
epoch 42700  training loss: 0.029471365734934807
epoch 42700  clean testing loss: 0.07442457973957062
epoch 42800  training loss: 0.029456879943609238

 43%|██████████████████████████████████▌                                             | 43169/100000 [03:45<04:32, 208.18it/s]
epoch 42900  training loss: 0.02954888343811035
epoch 42900  clean testing loss: 0.07479173690080643
epoch 43000  training loss: 0.029441632330417633
epoch 43000  clean testing loss: 0.07406870275735855
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 43100  training loss: 0.02935120277106762
epoch 43100  clean testing loss: 0.07456672191619873
epoch 43200  training loss: 0.02996639721095562

 44%|██████████████████████████████████▊                                             | 43581/100000 [03:47<04:38, 202.75it/s]
epoch 43300  training loss: 0.029324812814593315
epoch 43300  clean testing loss: 0.07465953379869461
epoch 43400  training loss: 0.02926749736070633
epoch 43400  clean testing loss: 0.07464076578617096
epoch 43500  training loss: 0.02920718491077423
epoch 43500  clean testing loss: 0.07452574372291565
epoch 43600  training loss: 0.029347149655222893

 44%|███████████████████████████████████▏                                            | 43995/100000 [03:49<04:33, 204.73it/s]
epoch 43700  training loss: 0.029163779690861702
epoch 43700  clean testing loss: 0.07500316947698593
epoch 43800  training loss: 0.029127269983291626
epoch 43800  clean testing loss: 0.07508929818868637
epoch 43900  training loss: 0.029072606936097145
epoch 43900  clean testing loss: 0.07505687326192856
epoch 44000  training loss: 0.029044250026345253
epoch 44000  clean testing loss: 0.07507528364658356

 44%|███████████████████████████████████▌                                            | 44407/100000 [03:51<04:28, 207.31it/s]
epoch 44100  training loss: 0.02904629334807396
epoch 44100  clean testing loss: 0.07475029677152634
epoch 44200  training loss: 0.029168909415602684
epoch 44200  clean testing loss: 0.07560429722070694
epoch 44300  training loss: 0.02896888367831707
epoch 44300  clean testing loss: 0.07525614649057388
epoch 44400  training loss: 0.029121961444616318

 45%|███████████████████████████████████▊                                            | 44821/100000 [03:53<04:25, 208.11it/s]
epoch 44500  training loss: 0.028910420835018158
epoch 44500  clean testing loss: 0.07521890848875046
epoch 44600  training loss: 0.028896890580654144
epoch 44600  clean testing loss: 0.0750652626156807
epoch 44700  training loss: 0.029045792296528816
epoch 44700  clean testing loss: 0.0752195343375206
epoch 44800  training loss: 0.028876401484012604

 45%|████████████████████████████████████▏                                           | 45232/100000 [03:55<04:25, 206.14it/s]
epoch 44900  training loss: 0.02879958786070347
epoch 44900  clean testing loss: 0.07530707865953445
epoch 45000  training loss: 0.02876370958983898
epoch 45000  clean testing loss: 0.07584580034017563
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 45100  training loss: 0.028684787452220917
epoch 45100  clean testing loss: 0.07558920979499817
epoch 45200  training loss: 0.028680315241217613
epoch 45200  clean testing loss: 0.07552357017993927
epoch 45300  training loss: 0.028659189119935036

 46%|████████████████████████████████████▌                                           | 45645/100000 [03:57<04:27, 203.38it/s]
epoch 45400  training loss: 0.028641317039728165
epoch 45400  clean testing loss: 0.07569944858551025
epoch 45500  training loss: 0.02858436107635498
epoch 45500  clean testing loss: 0.07581230252981186
epoch 45600  training loss: 0.028589559718966484
epoch 45600  clean testing loss: 0.07564862072467804
epoch 45700  training loss: 0.028535062447190285

 46%|████████████████████████████████████▊                                           | 46060/100000 [03:59<04:25, 203.05it/s]
epoch 45800  training loss: 0.02867916226387024
epoch 45800  clean testing loss: 0.07589958608150482
epoch 45900  training loss: 0.02847985550761223
epoch 45900  clean testing loss: 0.07587996125221252
epoch 46000  training loss: 0.02844719961285591
epoch 46000  clean testing loss: 0.0760694146156311
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 46100  training loss: 0.02862006612122059

 46%|█████████████████████████████████████▏                                          | 46475/100000 [04:01<04:20, 205.11it/s]
epoch 46200  training loss: 0.02856755442917347
epoch 46200  clean testing loss: 0.07581663876771927
epoch 46300  training loss: 0.028402600437402725
epoch 46300  clean testing loss: 0.07637280970811844
epoch 46400  training loss: 0.02840683050453663
epoch 46400  clean testing loss: 0.07611409574747086
epoch 46500  training loss: 0.028496313840150833

 47%|█████████████████████████████████████▌                                          | 46888/100000 [04:03<04:16, 206.75it/s]
epoch 46600  training loss: 0.028312038630247116
epoch 46600  clean testing loss: 0.07624121010303497
epoch 46700  training loss: 0.028305253013968468
epoch 46700  clean testing loss: 0.07647435367107391
epoch 46800  training loss: 0.028243133798241615
epoch 46800  clean testing loss: 0.07631680369377136
epoch 46900  training loss: 0.028278280049562454

 47%|█████████████████████████████████████▊                                          | 47301/100000 [04:05<04:13, 208.23it/s]
epoch 47000  training loss: 0.028352990746498108
epoch 47000  clean testing loss: 0.07633455097675323
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 47100  training loss: 0.028160840272903442
epoch 47100  clean testing loss: 0.07649959623813629
epoch 47200  training loss: 0.028301136568188667
epoch 47200  clean testing loss: 0.07653442025184631
epoch 47300  training loss: 0.028147565200924873

 48%|██████████████████████████████████████▏                                         | 47714/100000 [04:07<04:10, 208.93it/s]
epoch 47400  training loss: 0.028335915878415108
epoch 47400  clean testing loss: 0.07644035667181015
epoch 47500  training loss: 0.02804526500403881
epoch 47500  clean testing loss: 0.07662643492221832
epoch 47600  training loss: 0.02811000496149063
epoch 47600  clean testing loss: 0.07668758183717728
epoch 47700  training loss: 0.02825302630662918

 48%|██████████████████████████████████████▌                                         | 48126/100000 [04:09<04:15, 203.02it/s]
epoch 47800  training loss: 0.027942750602960587
epoch 47800  clean testing loss: 0.0767151489853859
epoch 47900  training loss: 0.027930043637752533
epoch 47900  clean testing loss: 0.07704602926969528
epoch 48000  training loss: 0.028033258393406868
epoch 48000  clean testing loss: 0.07686556130647659
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 48100  training loss: 0.027883652597665787

 49%|██████████████████████████████████████▊                                         | 48563/100000 [04:11<04:05, 209.84it/s]
epoch 48200  training loss: 0.027846790850162506
epoch 48200  clean testing loss: 0.07689398527145386
epoch 48300  training loss: 0.027829226106405258
epoch 48300  clean testing loss: 0.07674131542444229
epoch 48400  training loss: 0.027833258733153343
epoch 48400  clean testing loss: 0.0766940787434578
epoch 48500  training loss: 0.02777395211160183
epoch 48500  clean testing loss: 0.07700487971305847
epoch 48600  training loss: 0.027724379673600197

 49%|███████████████████████████████████████▏                                        | 48957/100000 [04:13<04:07, 206.41it/s]
epoch 48700  training loss: 0.02781590446829796
epoch 48700  clean testing loss: 0.077300064265728
epoch 48800  training loss: 0.02784191630780697
epoch 48800  clean testing loss: 0.0775163471698761
epoch 48900  training loss: 0.027751123532652855
epoch 48900  clean testing loss: 0.07765945792198181
epoch 49000  training loss: 0.02771434374153614
epoch 49000  clean testing loss: 0.07760884612798691

 49%|███████████████████████████████████████▍                                        | 49369/100000 [04:15<04:03, 208.27it/s]
epoch 49100  training loss: 0.02759326621890068
epoch 49100  clean testing loss: 0.07732167094945908
epoch 49200  training loss: 0.027694428339600563
epoch 49200  clean testing loss: 0.07723355293273926
epoch 49300  training loss: 0.027606550604104996
epoch 49300  clean testing loss: 0.07740428298711777
epoch 49400  training loss: 0.02758902497589588

 50%|███████████████████████████████████████▊                                        | 49783/100000 [04:17<04:00, 208.72it/s]
epoch 49500  training loss: 0.027479669079184532
epoch 49500  clean testing loss: 0.07742837071418762
epoch 49600  training loss: 0.027632130309939384
epoch 49600  clean testing loss: 0.07789264619350433
epoch 49700  training loss: 0.02747296169400215
epoch 49700  clean testing loss: 0.07787594944238663
epoch 49800  training loss: 0.027451423928141594

 50%|████████████████████████████████████████▏                                       | 50216/100000 [04:19<03:58, 208.95it/s]
epoch 49900  training loss: 0.027493447065353394
epoch 49900  clean testing loss: 0.07792778313159943
epoch 50000  training loss: 0.027355359867215157
epoch 50000  clean testing loss: 0.07768232375383377
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 50100  training loss: 0.027334751561284065
epoch 50100  clean testing loss: 0.07774553447961807
epoch 50200  training loss: 0.02748987264931202

 51%|████████████████████████████████████████▌                                       | 50631/100000 [04:21<03:56, 208.81it/s]
epoch 50300  training loss: 0.0274277925491333
epoch 50300  clean testing loss: 0.07797018438577652
epoch 50400  training loss: 0.027275411412119865
epoch 50400  clean testing loss: 0.07806622982025146
epoch 50500  training loss: 0.02723062038421631
epoch 50500  clean testing loss: 0.07789598405361176
epoch 50600  training loss: 0.02734396420419216

 51%|████████████████████████████████████████▊                                       | 51043/100000 [04:23<03:58, 205.58it/s]
